#EXPORTTYPE:                 ;DATA ALL                                 
#FILE:;sta_108.ngb-ss5
#FORMAT:                     ;NETZSCH5                                 
#FTYPE:                      ;ANSI                                     
#IDENTITY:                   ;108                                      
#DECIMAL:                    ;COMMA                                    
#SEPARATOR:                  ;SEMICOLON                                
#MTYPE:                      ;DSC                                      
#INSTRUMENT:                 ;NETZSCH STA 449F5                        
#PROJECT:                    ;Эпсилон Fe2O3 в матрицах                 
#DATE/TIME:                  ;15.12.2020 12:53:30 (UTC+3)              
#CORR. FILE:                 ;                                         
#TEMPCAL:                    ;10 K Al - тигель N2 2020.ngb-ts5         
#SENSITIVITY:                ;10 K Al - тигель - 2020.ngb-es5          
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:                     ;                                         
#SAMPLE:                     ;Матрица М8 - воздух                      
#SAMPLE MASS /mg:            ;8,275                                    
#MATERIAL:                   ;SiO2+Fe2O3                               
#REFERENCE:                  ;пустой тигель                            
#REFERENCE MASS /mg:         ;0                                        
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al                            
#SAMPLE CRUCIBLE MASS /mg:   ;51,508                                   
#REFERENCE CRUCIBLE MASS /mg:;51,29                                    
#DSC RANGE /µV:              ;5000                                     
#TG RANGE /mg:               ;35000                                    
#TAU-R:                      ;---                                      
#CORR. CODE:                 ;000                                      
#EXO:                        ;+1                                       
#RANGE:                      ;40°C....450°C/-10,0....10,0K/min         
#SEGMENT:                    ;S1-3/3                                   
#SEG. 1:                     ;40°C/10,0(K/min)/450°C                   
#SEG. 2:                     ;450°C/00:15/450°C                        
#SEG. 3:                     ;450°C/10,0(K/min)/200°C                  

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge1)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 47,80900; 0,00000; 2,679938e-002; 99,99713;51,00000;20,00000;1,18347;1
 47,80600; 0,01000; 2,734474e-002; 99,99356;51,00000;20,00000;1,18347;1
 47,77400; 0,02000; 2,734502e-002; 99,99119;50,00000;20,00000;1,18345;1
 47,77800; 0,03000; 2,734498e-002; 99,99005;49,00000;20,00000;1,18345;1
 47,77500; 0,04000; 2,742291e-002; 99,98891;50,00000;20,00000;1,18345;1
 47,75500; 0,05000; 2,750100e-002; 99,98777;50,00000;20,00000;1,18345;1
 47,73500; 0,06000; 2,789071e-002; 99,98541;50,00000;20,00000;1,18344;1
 47,73500; 0,07000; 2,828024e-002; 99,98428;49,00000;20,00000;1,18344;1
 47,71700; 0,08000; 2,866994e-002; 99,98315;49,00000;20,00000;1,18343;1
 47,70100; 0,09000; 2,905963e-002; 99,98201;51,00000;20,00000;1,18343;1
 47,69600; 0,10000; 2,929340e-002; 99,98087;50,00000;20,00000;1,18342;1
 47,67500; 0,11000; 2,929360e-002; 99,98093;50,00000;20,00000;1,18342;1
 47,66400; 0,12000; 2,929370e-002; 99,97980;51,00000;20,00000;1,18341;1
 47,65700; 0,13000; 2,952749e-002; 99,97866;50,00000;20,00000;1,18341;1
 47,63100; 0,14000; 2,976146e-002; 99,97753;51,00000;20,00000;1,18340;1
 47,63100; 0,15000; 3,030683e-002; 99,97640;51,00000;20,00000;1,18340;1
 47,62000; 0,16000; 3,077440e-002; 99,97528;49,00000;20,00000;1,18340;1
 47,58400; 0,17000; 3,085266e-002; 99,97293;50,00000;20,00000;1,18338;1
 47,57500; 0,18000; 3,069693e-002; 99,97178;50,00000;20,00000;1,18338;1
 47,56500; 0,19000; 3,085285e-002; 99,97063;50,00000;20,00000;1,18337;1
 47,55700; 0,20000; 3,124249e-002; 99,96948;49,00000;20,00000;1,18337;1
 47,55000; 0,21000; 3,132047e-002; 99,96832;51,00000;20,00000;1,18337;1
 47,55500; 0,22000; 3,116460e-002; 99,96717;50,00000;20,00000;1,18337;1
 47,53100; 0,23000; 3,124275e-002; 99,96602;50,00000;20,00000;1,18336;1
 47,53000; 0,24000; 3,178814e-002; 99,96368;50,00000;20,00000;1,18336;1
 47,50800; 0,25000; 3,210002e-002; 99,96254;49,00000;20,00000;1,18335;1
 47,49500; 0,26000; 3,225598e-002; 99,95657;51,00000;20,00000;1,18335;1
 47,47300; 0,27000; 3,217829e-002; 99,95544;50,00000;20,00000;1,18334;1
 47,46300; 0,28000; 3,210048e-002; 99,95429;52,00000;20,00000;1,18334;1
 47,44700; 0,29000; 3,217856e-002; 99,95194;50,00000;20,00000;1,18333;1
 47,44700; 0,30000; 3,241230e-002; 99,95080;50,00000;20,00000;1,18333;1
 47,44000; 0,31000; 3,217863e-002; 99,94846;49,00000;20,00000;1,18333;1
 47,42300; 0,32000; 3,210089e-002; 99,94732;50,00000;20,00000;1,18332;1
 47,39900; 0,33000; 3,225697e-002; 99,94618;52,00000;20,00000;1,18331;1
 47,38900; 0,34000; 3,303623e-002; 99,94383;49,00000;20,00000;1,18331;1
 47,38000; 0,35000; 3,319216e-002; 99,94270;50,00000;20,00000;1,18330;1
 47,36700; 0,36000; 3,311438e-002; 99,94035;50,00000;20,00000;1,18330;1
 47,35200; 0,37000; 3,288079e-002; 99,93920;49,00000;20,00000;1,18329;1
 47,34400; 0,38000; 3,295879e-002; 99,93806;49,00000;20,00000;1,18329;1
 47,33600; 0,39000; 3,303679e-002; 99,93571;51,00000;20,00000;1,18329;1
 47,31000; 0,40000; 3,303707e-002; 99,93455;50,00000;20,00000;1,18328;1
 47,30100; 0,41000; 3,311508e-002; 99,93460;52,00000;20,00000;1,18327;1
 47,30200; 0,42000; 3,350466e-002; 99,93466;50,00000;20,00000;1,18327;1
 47,29200; 0,43000; 3,327101e-002; 99,93471;50,00000;20,00000;1,18327;1
 47,28800; 0,44000; 3,342689e-002; 99,93476;51,00000;20,00000;1,18327;1
 47,27700; 0,45000; 3,342701e-002; 99,93482;51,00000;20,00000;1,18326;1
 47,26600; 0,46000; 3,342713e-002; 99,93488;49,00000;20,00000;1,18326;1
 47,24400; 0,47000; 3,327153e-002; 99,93494;50,00000;20,00000;1,18325;1
 47,23100; 0,48000; 3,311583e-002; 99,93500;50,00000;20,00000;1,18325;1
 47,22900; 0,49000; 3,334960e-002; 99,93507;50,00000;20,00000;1,18325;1
 47,22300; 0,50000; 3,342759e-002; 99,93513;49,00000;20,00000;1,18324;1
 47,20600; 0,51000; 3,342777e-002; 99,93518;50,00000;20,00000;1,18324;1
 47,18500; 0,52000; 3,303840e-002; 99,93524;50,00000;20,00000;1,18323;1
 47,18500; 0,53000; 3,280463e-002; 99,93529;51,00000;20,00000;1,18323;1
 47,17700; 0,54000; 3,272679e-002; 99,93535;50,00000;20,00000;1,18323;1
 47,17500; 0,55000; 3,264890e-002; 99,93541;49,00000;20,00000;1,18323;1
 47,14900; 0,56000; 3,249333e-002; 99,93546;51,00000;20,00000;1,18322;1
 47,14500; 0,57000; 3,257129e-002; 99,93552;50,00000;20,00000;1,18321;1
 47,12900; 0,58000; 3,233769e-002; 99,93558;51,00000;20,00000;1,18321;1
 47,13700; 0,59000; 3,179215e-002; 99,93564;50,00000;20,00000;1,18321;1
 47,10100; 0,60000; 3,171460e-002; 99,93570;50,00000;20,00000;1,18320;1
 47,10000; 0,61000; 3,171461e-002; 99,93576;50,00000;20,00000;1,18320;1
 47,10000; 0,62000; 3,155876e-002; 99,93582;49,00000;20,00000;1,18320;1
 47,07100; 0,63000; 3,132529e-002; 99,93586;49,00000;20,00000;1,18319;1
 47,07100; 0,64000; 3,101360e-002; 99,93590;49,00000;20,00000;1,18319;1
 47,05500; 0,65000; 3,077998e-002; 99,93595;52,00000;20,00000;1,18318;1
 47,06400; 0,66000; 3,070197e-002; 99,93599;50,00000;20,00000;1,18318;1
 47,05000; 0,67000; 3,023456e-002; 99,93604;49,00000;20,00000;1,18318;1
 47,05200; 0,68000; 3,031247e-002; 99,93609;50,00000;20,00000;1,18318;1
 47,03100; 0,69000; 3,000097e-002; 99,93613;51,00000;20,00000;1,18317;1
 47,02300; 0,70000; 2,968935e-002; 99,93617;51,00000;20,00000;1,18317;1
 46,99800; 0,71000; 2,953374e-002; 99,93621;49,00000;20,00000;1,18316;1
 47,01800; 0,72000; 2,961147e-002; 99,93627;50,00000;20,00000;1,18317;1
 46,99900; 0,73000; 2,914410e-002; 99,93632;50,00000;20,00000;1,18316;1
 46,99100; 0,74000; 2,852077e-002; 99,93636;49,00000;20,00000;1,18316;1
 46,97100; 0,75000; 2,836511e-002; 99,93640;49,00000;20,00000;1,18315;1
 46,96200; 0,76000; 2,766385e-002; 99,93645;50,00000;20,00000;1,18314;1
 46,97500; 0,77000; 2,727411e-002; 99,93649;50,00000;20,00000;1,18315;1
 46,95500; 0,78000; 2,735221e-002; 99,93653;49,00000;20,00000;1,18314;1
 46,95200; 0,79000; 2,696260e-002; 99,93656;49,00000;20,00000;1,18314;1
 46,93600; 0,80000; 2,641725e-002; 99,93660;50,00000;20,00000;1,18313;1
 46,94500; 0,81000; 2,602754e-002; 99,94992;52,00000;20,00000;1,18314;1
 46,92200; 0,82000; 2,548224e-002; 99,95478;49,00000;20,00000;1,18313;1
 46,93200; 0,83000; 2,524838e-002; 99,95481;49,00000;20,00000;1,18313;1
 46,91600; 0,84000; 2,478094e-002; 99,95605;50,00000;20,00000;1,18313;1
 46,92400; 0,85000; 2,431332e-002; 99,95608;49,00000;20,00000;1,18313;1
 46,91900; 0,86000; 2,361201e-002; 99,95612;49,00000;20,00000;1,18313;1
 46,90100; 0,87000; 2,322251e-002; 99,95615;50,00000;20,00000;1,18312;1
 46,89400; 0,88000; 2,275499e-002; 99,95618;50,00000;20,00000;1,18312;1
 46,89100; 0,89000; 2,252123e-002; 99,95621;51,00000;20,00000;1,18312;1
 46,88200; 0,90000; 2,252130e-002; 99,96591;49,00000;20,00000;1,18311;1
 46,88200; 0,91000; 2,236544e-002; 99,96835;50,00000;20,00000;1,18311;1
 46,87800; 0,92000; 2,111861e-002; 99,96958;50,00000;20,00000;1,18311;1
 46,87600; 0,93000; 2,057312e-002; 99,97201;52,00000;20,00000;1,18311;1
 46,86800; 0,94000; 2,041732e-002; 99,97323;50,00000;20,00000;1,18311;1
 46,87100; 0,95000; 1,994973e-002; 99,97446;50,00000;20,00000;1,18311;1
 46,86600; 0,96000; 1,963805e-002; 99,97568;50,00000;20,00000;1,18311;1
 46,86800; 0,97000; 1,885875e-002; 99,97691;49,00000;20,00000;1,18311;1
 46,85800; 0,98000; 1,800159e-002; 99,97814;50,00000;20,00000;1,18311;1
 46,86100; 0,99000; 1,706642e-002; 99,97937;50,00000;20,00000;1,18311;1
 46,85100; 1,00000; 1,652097e-002; 99,97939;52,00000;20,00000;1,18310;1
 46,84900; 1,01000; 1,636513e-002; 99,98061;50,00000;20,00000;1,18310;1
 46,83900; 1,02000; 1,558589e-002; 99,98184;50,00000;20,00000;1,18310;1
 46,83800; 1,03000; 1,465074e-002; 99,98306;50,00000;20,00000;1,18310;1
 46,84600; 1,04000; 1,449484e-002; 99,98429;52,00000;20,00000;1,18310;1
 46,84500; 1,05000; 1,394934e-002; 99,98551;50,00000;20,00000;1,18310;1
 46,83800; 1,06000; 1,309215e-002; 99,98674;50,00000;20,00000;1,18310;1
 46,82500; 1,07000; 1,262462e-002; 99,98796;50,00000;20,00000;1,18309;1
 46,82000; 1,08000; 1,192328e-002; 99,99160;49,00000;20,00000;1,18309;1
 46,83200; 1,09000; 1,145565e-002; 99,99282;49,00000;20,00000;1,18310;1
 46,82200; 1,10000; 1,067639e-002; 99,99524;50,00000;20,00000;1,18309;1
 46,82500; 1,11000; 9,741223e-003; 99,99590;52,00000;20,00000;1,18309;1
 46,81500; 1,12000; 8,961955e-003; 99,99538;50,00000;20,00000;1,18309;1
 46,82800; 1,13000; 8,728128e-003; 99,99426;49,00000;20,00000;1,18309;1
 46,82500; 1,14000; 8,572276e-003; 99,99500;49,00000;20,00000;1,18309;1
 46,83100; 1,15000; 7,948823e-003; 99,99086;52,00000;20,00000;1,18309;1
 46,82900; 1,16000; 7,169532e-003; 99,99328;49,00000;20,00000;1,18309;1
 46,82300; 1,17000; 5,922668e-003; 99,99449;49,00000;20,00000;1,18309;1
 46,81500; 1,18000; 5,143383e-003; 99,99614;50,00000;20,00000;1,18309;1
 46,81500; 1,19000; 4,675803e-003; 99,99467;49,00000;20,00000;1,18309;1
 46,82200; 1,20000; 3,818563e-003; 99,99272;49,00000;20,00000;1,18309;1
 46,83400; 1,21000; 3,039253e-003; 99,98882;50,00000;20,00000;1,18310;1
 46,83100; 1,22000; 2,805467e-003; 99,98614;50,00000;20,00000;1,18309;1
 46,82900; 1,23000; 1,870313e-003; 99,98529;52,00000;20,00000;1,18309;1
 46,84900; 1,24000; 7,792918e-004; 99,98642;50,00000;20,00000;1,18310;1
 46,84500; 1,25000;-0,000000e+000; 99,98687;50,00000;20,00000;1,18310;1
 46,82800; 1,26000;-1,558594e-004; 99,98748;52,00000;20,00000;1,18309;1
 46,84500; 1,27000;-6,234343e-004; 99,98791;49,00000;20,00000;1,18310;1
 46,85200; 1,28000;-1,480653e-003; 99,98916;49,00000;20,00000;1,18310;1
 46,84100; 1,29000;-2,259952e-003; 99,98870;50,00000;20,00000;1,18310;1
 46,85800; 1,30000;-3,117158e-003; 99,98753;50,00000;20,00000;1,18311;1
 46,84800; 1,31000;-4,286106e-003; 99,98651;50,00000;20,00000;1,18310;1
 46,85700; 1,32000;-5,299171e-003; 99,98308;50,00000;20,00000;1,18310;1
 46,87300; 1,33000;-5,922572e-003; 99,97866;50,00000;20,00000;1,18311;1
 46,86200; 1,34000;-7,013597e-003; 99,97384;52,00000;20,00000;1,18311;1
 46,90000; 1,35000;-7,636934e-003; 99,97055;50,00000;20,00000;1,18312;1
 46,89000; 1,36000;-8,650024e-003; 99,96685;49,00000;20,00000;1,18312;1
 46,90000; 1,37000;-9,585132e-003; 99,96409;50,00000;20,00000;1,18312;1
 46,90400; 1,38000;-1,052025e-002; 99,96091;52,00000;20,00000;1,18312;1
 46,91000; 1,39000;-1,153329e-002; 99,96067;49,00000;20,00000;1,18313;1
 46,91900; 1,40000;-1,223461e-002; 99,95948;50,00000;20,00000;1,18313;1
 46,92000; 1,41000;-1,301388e-002; 99,95830;50,00000;20,00000;1,18313;1
 46,92200; 1,42000;-1,402692e-002; 99,95684;50,00000;20,00000;1,18313;1
 46,94000; 1,43000;-1,519574e-002; 99,95490;49,00000;20,00000;1,18314;1
 46,92600; 1,44000;-1,597508e-002; 99,95246;50,00000;20,00000;1,18313;1
 46,95300; 1,45000;-1,667628e-002; 99,94968;51,00000;20,00000;1,18314;1
 46,95600; 1,46000;-1,753346e-002; 99,94548;49,00000;20,00000;1,18314;1
 46,96800; 1,47000;-1,839058e-002; 99,94225;49,00000;20,00000;1,18315;1
 46,95700; 1,48000;-1,878028e-002; 99,93757;50,00000;20,00000;1,18314;1
 46,98400; 1,49000;-1,971522e-002; 99,93272;51,00000;20,00000;1,18315;1
 46,99100; 1,50000;-2,096199e-002; 99,92785;49,00000;20,00000;1,18316;1
 47,00600; 1,51000;-2,189699e-002; 99,92303;50,00000;20,00000;1,18316;1
 46,99600; 1,52000;-2,314387e-002; 99,91933;50,00000;20,00000;1,18316;1
 47,02100; 1,53000;-2,431256e-002; 99,91593;49,00000;20,00000;1,18317;1
 47,02700; 1,54000;-2,516968e-002; 99,91465;49,00000;20,00000;1,18317;1
 47,03200; 1,55000;-2,540341e-002; 99,91621;51,00000;20,00000;1,18317;1
 47,05300; 1,56000;-2,626041e-002; 99,91761;50,00000;20,00000;1,18318;1
 47,06400; 1,57000;-2,735125e-002; 99,91893;49,00000;20,00000;1,18318;1
 47,07900; 1,58000;-2,844204e-002; 99,92388;50,00000;20,00000;1,18319;1
 47,07900; 1,59000;-2,929920e-002; 99,92748;50,00000;20,00000;1,18319;1
 47,09000; 1,60000;-3,015625e-002; 99,93201;50,00000;20,00000;1,18319;1
 47,11500; 1,61000;-3,101315e-002; 99,93509;49,00000;20,00000;1,18320;1
 47,12400; 1,62000;-3,194813e-002; 99,93918;50,00000;20,00000;1,18321;1
 47,14200; 1,63000;-3,288301e-002; 99,93967;50,00000;20,00000;1,18321;1
 47,16100; 1,64000;-3,483084e-002; 99,94047;50,00000;20,00000;1,18322;1
 47,16500; 1,65000;-3,545417e-002; 99,94152;49,00000;20,00000;1,18322;1
 47,18100; 1,66000;-3,607735e-002; 99,94255;50,00000;20,00000;1,18323;1
 47,18800; 1,67000;-3,779152e-002; 99,94330;52,00000;20,00000;1,18323;1
 47,20200; 1,68000;-3,919392e-002; 99,94362;50,00000;20,00000;1,18324;1
 47,21900; 1,69000;-4,028458e-002; 99,94477;49,00000;20,00000;1,18324;1
 47,24100; 1,70000;-4,067390e-002; 99,94447;50,00000;20,00000;1,18325;1
 47,26100; 1,71000;-4,184241e-002; 99,94529;50,00000;20,00000;1,18326;1
 47,26800; 1,72000;-4,301110e-002; 99,94608;51,00000;20,00000;1,18326;1
 47,29000; 1,73000;-4,355623e-002; 99,94685;50,00000;20,00000;1,18327;1
 47,30900; 1,74000;-4,495848e-002; 99,94758;50,00000;20,00000;1,18328;1
 47,32600; 1,75000;-4,636074e-002; 99,94828;50,00000;20,00000;1,18328;1
 47,34300; 1,76000;-4,784091e-002; 99,95139;49,00000;20,00000;1,18329;1
 47,36400; 1,77000;-4,815225e-002; 99,95336;49,00000;20,00000;1,18330;1
 47,37900; 1,78000;-4,877534e-002; 99,95541;50,00000;20,00000;1,18330;1
 47,40200; 1,79000;-4,994372e-002; 99,95875;51,00000;20,00000;1,18331;1
 47,41700; 1,80000;-5,165761e-002; 99,96087;49,00000;20,00000;1,18332;1
 47,43900; 1,81000;-5,298179e-002; 99,96170;50,00000;20,00000;1,18333;1
 47,44000; 1,82000;-5,430631e-002; 99,96235;50,00000;20,00000;1,18333;1
 47,48000; 1,83000;-5,461727e-002; 99,96269;50,00000;20,00000;1,18334;1
 47,49600; 1,84000;-5,531821e-002; 99,96286;49,00000;20,00000;1,18335;1
 47,51500; 1,85000;-5,726568e-002; 99,96299;50,00000;20,00000;1,18336;1
 47,54900; 1,86000;-5,765462e-002; 99,96198;50,00000;20,00000;1,18337;1
 47,55400; 1,87000;-5,874528e-002; 99,96116;49,00000;20,00000;1,18337;1
 47,57800; 1,88000;-6,006932e-002; 99,96168;49,00000;20,00000;1,18338;1
 47,60800; 1,89000;-6,123739e-002; 99,96224;50,00000;20,00000;1,18339;1
 47,62200; 1,90000;-6,295113e-002; 99,96270;51,00000;20,00000;1,18340;1
 47,63800; 1,91000;-6,357408e-002; 99,96294;49,00000;20,00000;1,18340;1
 47,66300; 1,92000;-6,466430e-002; 99,97016;49,00000;20,00000;1,18341;1
 47,69200; 1,93000;-6,567651e-002; 99,97597;50,00000;20,00000;1,18342;1
 47,71200; 1,94000;-6,692261e-002; 99,97925;50,00000;20,00000;1,18343;1
 47,74600; 1,95000;-6,824629e-002; 99,97887;50,00000;20,00000;1,18344;1
 47,75700; 1,96000;-6,972627e-002; 99,97727;49,00000;20,00000;1,18345;1
 47,78500; 1,97000;-7,034891e-002; 99,97570;50,00000;20,00000;1,18346;1
 47,81700; 1,98000;-7,112723e-002; 99,97544;50,00000;20,00000;1,18347;1
 47,84300; 1,99000;-7,245102e-002; 99,97538;50,00000;20,00000;1,18348;1
 47,86000; 2,00000;-7,354128e-002; 99,97556;49,00000;20,00000;1,18349;1
 47,89800; 2,01000;-7,525426e-002; 99,97704;51,00000;20,00000;1,18350;1
 47,89800; 2,02000;-7,650070e-002; 99,98081;50,00000;20,00000;1,18350;1
 47,94200; 2,03000;-7,751235e-002; 99,98303;52,00000;20,00000;1,18352;1
 47,95400; 2,04000;-7,844687e-002; 99,98968;50,00000;20,00000;1,18352;1
 47,99300; 2,05000;-7,977021e-002; 99,99237;50,00000;20,00000;1,18354;1
 48,02000; 2,06000;-8,062642e-002; 99,99369;50,00000;20,00000;1,18355;1
 48,04900; 2,07000;-8,156046e-002; 99,99623;52,00000;20,00000;1,18356;1
 48,08300; 2,08000;-8,272806e-002; 99,99760;50,00000;20,00000;1,18357;1
 48,11600; 2,09000;-8,397355e-002;100,00015;50,00000;20,00000;1,18358;1
 48,11800; 2,10000;-8,506406e-002;100,00140;50,00000;20,00000;1,18358;1
 48,17500; 2,11000;-8,677623e-002;100,00261;49,00000;20,00000;1,18360;1
 48,21000; 2,12000;-8,825528e-002;100,00506;49,00000;20,00000;1,18362;1
 48,22800; 2,13000;-8,965688e-002;100,01003;50,00000;20,00000;1,18362;1
 48,26500; 2,14000;-9,020109e-002;100,01388;51,00000;20,00000;1,18364;1
 48,28500; 2,15000;-9,183627e-002;100,01659;49,00000;20,00000;1,18365;1
 48,33100; 2,16000;-9,315910e-002;100,01454;49,00000;20,00000;1,18366;1
 48,36000; 2,17000;-9,456029e-002;100,01139;50,00000;20,00000;1,18367;1
 48,39000; 2,18000;-9,463729e-002;100,00830;50,00000;20,00000;1,18369;1
 48,41700; 2,19000;-9,627217e-002;100,00399;50,00000;20,00000;1,18370;1
 48,44700; 2,20000;-9,759537e-002;100,00083;49,00000;20,00000;1,18371;1
 48,48200; 2,21000;-9,884050e-002; 99,99884;50,00000;20,00000;1,18372;1
 48,52900; 2,22000;      -0,10032; 99,99684;50,00000;20,00000;1,18374;1
 48,55000; 2,23000;      -0,10063; 99,99599;49,00000;20,00000;1,18375;1
 48,57600; 2,24000;      -0,10219; 99,99379;49,00000;20,00000;1,18375;1
 48,61100; 2,25000;      -0,10328; 99,99262;51,00000;20,00000;1,18377;1
 48,66500; 2,26000;      -0,10444; 99,99011;49,00000;20,00000;1,18379;1
 48,68700; 2,27000;      -0,10592; 99,98998;49,00000;20,00000;1,18380;1
 48,72500; 2,28000;      -0,10732; 99,98872;50,00000;20,00000;1,18381;1
 48,76200; 2,29000;      -0,10857; 99,98754;50,00000;20,00000;1,18382;1
 48,80100; 2,30000;      -0,11005; 99,98762;49,00000;20,00000;1,18384;1
 48,83400; 2,31000;      -0,11160; 99,98888;49,00000;20,00000;1,18385;1
 48,86800; 2,32000;      -0,11277; 99,98761;50,00000;20,00000;1,18386;1
 48,91100; 2,33000;      -0,11292; 99,98622;50,00000;20,00000;1,18388;1
 48,94100; 2,34000;      -0,11440; 99,98473;49,00000;20,00000;1,18389;1
 48,99200; 2,35000;      -0,11549; 99,98323;49,00000;20,00000;1,18391;1
 49,03000; 2,36000;      -0,11689; 99,98055;51,00000;20,00000;1,18392;1
 49,05400; 2,37000;      -0,11868; 99,98037;50,00000;20,00000;1,18393;1
 49,11500; 2,38000;      -0,12016; 99,97903;51,00000;20,00000;1,18396;1
 49,13900; 2,39000;      -0,12125; 99,97888;50,00000;20,00000;1,18396;1
 49,18600; 2,40000;      -0,12195; 99,97739;50,00000;20,00000;1,18398;1
 49,22100; 2,41000;      -0,12335; 99,97443;50,00000;20,00000;1,18400;1
 49,26400; 2,42000;      -0,12467; 99,97233;49,00000;20,00000;1,18401;1
 49,31000; 2,43000;      -0,12583; 99,96992;50,00000;20,00000;1,18403;1
 49,35000; 2,44000;      -0,12700; 99,97219;50,00000;20,00000;1,18404;1
 49,40500; 2,45000;      -0,12848; 99,97339;50,00000;20,00000;1,18406;1
 49,44900; 2,46000;      -0,12996; 99,97370;49,00000;20,00000;1,18408;1
 49,50300; 2,47000;      -0,13073; 99,97434;51,00000;20,00000;1,18410;1
 49,52400; 2,48000;      -0,13190; 99,97273;50,00000;20,00000;1,18411;1
 49,57700; 2,49000;      -0,13423; 99,96869;52,00000;20,00000;1,18413;1
 49,61500; 2,50000;      -0,13532; 99,96577;49,00000;20,00000;1,18414;1
 49,68100; 2,51000;      -0,13664; 99,96401;50,00000;20,00000;1,18417;1
 49,70600; 2,52000;      -0,13804; 99,96110;50,00000;20,00000;1,18418;1
 49,76600; 2,53000;      -0,13913; 99,95953;52,00000;20,00000;1,18420;1
 49,80400; 2,54000;      -0,14014; 99,95809;49,00000;20,00000;1,18421;1
 49,84900; 2,55000;      -0,14115; 99,95678;50,00000;20,00000;1,18423;1
 49,90000; 2,56000;      -0,14224; 99,95554;50,00000;20,00000;1,18425;1
 49,94900; 2,57000;      -0,14356; 99,95549;49,00000;20,00000;1,18426;1
 49,98100; 2,58000;      -0,14527; 99,95409;49,00000;20,00000;1,18428;1
 50,03300; 2,59000;      -0,14597; 99,95728;49,00000;20,00000;1,18430;1
 50,09000; 2,60000;      -0,14815; 99,95655;51,00000;20,00000;1,18432;1
 50,13400; 2,61000;      -0,14955; 99,95915;49,00000;20,00000;1,18433;1
 50,17800; 2,62000;      -0,15063; 99,95920;49,00000;20,00000;1,18435;1
 50,23800; 2,63000;      -0,15180; 99,95937;50,00000;20,00000;1,18437;1
 50,29900; 2,64000;      -0,15304; 99,96348;50,00000;20,00000;1,18439;1
 50,35100; 2,65000;      -0,15390; 99,96671;50,00000;20,00000;1,18441;1
 50,38400; 2,66000;      -0,15514; 99,97008;49,00000;20,00000;1,18442;1
 50,42900; 2,67000;      -0,15716; 99,96729;50,00000;20,00000;1,18444;1
 50,49500; 2,68000;      -0,15879; 99,96422;50,00000;20,00000;1,18447;1
 50,54100; 2,69000;      -0,16027; 99,96091;49,00000;20,00000;1,18448;1
 50,60000; 2,70000;      -0,16159; 99,95869;49,00000;20,00000;1,18450;1
 50,66000; 2,71000;      -0,16260; 99,95646;51,00000;20,00000;1,18453;1
 50,69400; 2,72000;      -0,16408; 99,95429;50,00000;20,00000;1,18454;1
 50,77100; 2,73000;      -0,16539; 99,95348;49,00000;20,00000;1,18457;1
 50,81400; 2,74000;      -0,16679; 99,95655;50,00000;20,00000;1,18458;1
 50,87500; 2,75000;      -0,16811; 99,95753;50,00000;20,00000;1,18460;1
 50,93000; 2,76000;      -0,16967; 99,95999;50,00000;20,00000;1,18462;1
 50,98100; 2,77000;      -0,17122; 99,96122;49,00000;20,00000;1,18464;1
 51,02100; 2,78000;      -0,17161; 99,96091;50,00000;20,00000;1,18466;1
 51,07800; 2,79000;      -0,17308; 99,96010;50,00000;20,00000;1,18468;1
 51,14000; 2,80000;      -0,17433; 99,95891;50,00000;20,00000;1,18470;1
 51,21300; 2,81000;      -0,17603; 99,96246;49,00000;20,00000;1,18473;1
 51,27000; 2,82000;      -0,17689; 99,96733;51,00000;20,00000;1,18475;1
 51,32800; 2,83000;      -0,17797; 99,97108;50,00000;20,00000;1,18477;1
 51,36800; 2,84000;      -0,17999; 99,96996;52,00000;20,00000;1,18478;1
 51,43700; 2,85000;      -0,18155; 99,96635;49,00000;20,00000;1,18481;1
 51,51400; 2,86000;      -0,18341; 99,96155;50,00000;20,00000;1,18484;1
 51,56500; 2,87000;      -0,18481; 99,95938;50,00000;20,00000;1,18485;1
 51,63300; 2,88000;      -0,18535; 99,95757;52,00000;20,00000;1,18488;1
 51,68000; 2,89000;      -0,18620; 99,95728;49,00000;20,00000;1,18490;1
 51,75200; 2,90000;      -0,18845; 99,95596;50,00000;20,00000;1,18492;1
 51,79600; 2,91000;      -0,19032; 99,95590;50,00000;20,00000;1,18494;1
 51,87100; 2,92000;      -0,19148; 99,95695;49,00000;20,00000;1,18496;1
 51,92300; 2,93000;      -0,19257; 99,95658;51,00000;20,00000;1,18498;1
 51,98200; 2,94000;      -0,19435; 99,95840;50,00000;20,00000;1,18500;1
 52,04200; 2,95000;      -0,19567; 99,95891;52,00000;20,00000;1,18503;1
 52,12600; 2,96000;      -0,19738; 99,95831;49,00000;20,00000;1,18506;1
 52,18000; 2,97000;      -0,19886; 99,95678;49,00000;20,00000;1,18508;1
 52,24000; 2,98000;      -0,20002; 99,95553;50,00000;20,00000;1,18510;1
 52,30800; 2,99000;      -0,20157; 99,95561;49,00000;20,00000;1,18512;1
 52,35700; 3,00000;      -0,20312; 99,95434;49,00000;20,00000;1,18514;1
