#EXPORTTYPE:                 ;ALL                                                            
#FILE:;sta_043.ngb-ss5
#FORMAT:                     ;NETZSCH5                                                       
#FTYPE:                      ;ANSI                                                           
#IDENTITY:                   ;43                                                             
#DECIMAL:                    ;COMMA                                                          
#SEPARATOR:                  ;SEMICOLON                                                      
#MTYPE:                      ;DSC                                                            
#MSUBTYPE:                   ;                                                               
#INSTRUMENT:                 ;NETZSCH STA 449F5                                              
#PROJECT:                    ;Эпсилон-Fe2O3                                                  
#DATE/TIME:                  ;30.05.2018 13:48:49 (UTC+3)                                    
#CORR. FILE:                 ;                                                               
#TEMPCAL:                    ;10 К Al2O3 - тигель N2.ngb-ts5                                 
#SENSITIVITY:                ;10 K Al2О3 - тигель N2.ngb-es5                                 
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:                     ;                                                               
#SAMPLE:                     ;Магн.-Соос. 0.6 ТЕОС 4ч                                        
#SAMPLE MASS /mg:            ;8,430                                                          
#MATERIAL:                   ;Fe3O4                                                          
#REFERENCE:                  ;пустой тигель                                                  
#REFERENCE MASS /mg:         ;0                                                              
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al2O3                                               
#SAMPLE CRUCIBLE MASS /mg:   ;0                                                              
#REFERENCE CRUCIBLE MASS /mg:;0                                                              
#DSC RANGE /µV:              ;5000                                                           
#TG RANGE /mg:               ;35000                                                          
#TAU-R:                      ;---                                                            
#CORR. CODE:                 ;000                                                            
#EXO:                        ;+1                                                             
#RANGE:                      ;300°C/10,0(K/min)/1200°C                                       
#SEGMENT:                    ;S3/4                                                           
#SEG. 3:                     ;300°C/10,0(K/min)/1200°C                                       

#*RESULTS:;File;Segment;Result;Unit;Y_value;Unit;Range_Xmin;Unit;Range_Xmax;Unit;Range_Ymin;Unit;Range_Ymax;Unit

##Temp./°C;Time/min;DSC(subtr.3)/(mW/mg);Sensit./(uV/mW);Segment
 687,96100; 55,22917;      -1,27219;0,57872;3
 688,06500; 55,23917;      -1,27183;0,57867;3
 688,16101; 55,24917;      -1,27177;0,57863;3
 688,26001; 55,25917;      -1,27296;0,57858;3
 688,36401; 55,26917;      -1,27182;0,57853;3
 688,46198; 55,27917;      -1,27223;0,57849;3
 688,56403; 55,28917;      -1,27280;0,57844;3
 688,66302; 55,29917;      -1,27322;0,57839;3
 688,77600; 55,30917;      -1,27396;0,57834;3
 688,85797; 55,31917;      -1,27467;0,57830;3
 688,97400; 55,32917;      -1,27260;0,57825;3
 689,06097; 55,33917;      -1,27409;0,57821;3
 689,16998; 55,34917;      -1,27483;0,57816;3
 689,26501; 55,35917;      -1,27524;0,57812;3
 689,36499; 55,36917;      -1,27440;0,57807;3
 689,47302; 55,37917;      -1,27483;0,57802;3
 689,56299; 55,38917;      -1,27429;0,57798;3
 689,66699; 55,39917;      -1,27440;0,57793;3
 689,76501; 55,40917;      -1,27419;0,57788;3
 689,87402; 55,41917;      -1,27524;0,57783;3
 689,97400; 55,42917;      -1,27628;0,57779;3
 690,06598; 55,43917;      -1,27638;0,57774;3
 690,16400; 55,44917;      -1,27585;0,57770;3
 690,26898; 55,45917;      -1,27502;0,57765;3
 690,36902; 55,46917;      -1,27637;0,57760;3
 690,46100; 55,47917;      -1,27678;0,57756;3
 690,56500; 55,48917;      -1,27595;0,57751;3
 690,66498; 55,49917;      -1,27574;0,57747;3
 690,76202; 55,50917;      -1,27599;0,57742;3
 690,86200; 55,51917;      -1,27422;0,57737;3
 690,96802; 55,52917;      -1,27574;0,57732;3
 691,06799; 55,53917;      -1,27537;0,57728;3
 691,16699; 55,54917;      -1,27547;0,57723;3
 691,26398; 55,55917;      -1,27541;0,57719;3
 691,36401; 55,56917;      -1,27599;0,57714;3
 691,46503; 55,57917;      -1,27578;0,57709;3
 691,56598; 55,58917;      -1,27416;0,57705;3
 691,66901; 55,59917;      -1,27457;0,57700;3
 691,76599; 55,60917;      -1,27562;0,57695;3
 691,87299; 55,61917;      -1,27353;0,57690;3
 691,96802; 55,62917;      -1,27363;0,57686;3
 692,06598; 55,63917;      -1,27341;0,57681;3
 692,16803; 55,64917;      -1,27368;0,57677;3
 692,26001; 55,65917;      -1,27377;0,57672;3
 692,36700; 55,66917;      -1,27545;0,57667;3
 692,46600; 55,67917;      -1,27493;0,57663;3
 692,57098; 55,68917;      -1,27409;0,57658;3
 692,67499; 55,69917;      -1,27373;0,57653;3
 692,76703; 55,70917;      -1,27414;0,57649;3
 692,87402; 55,71917;      -1,27393;0,57644;3
 692,96802; 55,72917;      -1,27372;0,57639;3
 693,06897; 55,73917;      -1,27335;0,57634;3
 693,16901; 55,74917;      -1,27502;0,57630;3
 693,26898; 55,75917;      -1,27623;0,57625;3
 693,36902; 55,76917;      -1,27460;0,57620;3
 693,46698; 55,77917;      -1,27313;0,57616;3
 693,56500; 55,78917;      -1,27449;0,57611;3
 693,66901; 55,79917;      -1,27460;0,57606;3
 693,77002; 55,80917;      -1,27517;0,57602;3
 693,87402; 55,81917;      -1,27575;0,57597;3
 693,96997; 55,82917;      -1,27569;0,57592;3
 694,07703; 55,83917;      -1,27423;0,57587;3
 694,17297; 55,84917;      -1,27355;0,57583;3
 694,27698; 55,85917;      -1,27365;0,57578;3
 694,37097; 55,86917;      -1,27501;0,57574;3
 694,46899; 55,87917;      -1,27480;0,57569;3
 694,57001; 55,88917;      -1,27349;0,57564;3
 694,66498; 55,89917;      -1,27610;0,57560;3
 694,77698; 55,90917;      -1,27512;0,57555;3
 694,86603; 55,91917;      -1,27631;0,57550;3
 694,96802; 55,92917;      -1,27547;0,57546;3
 695,06897; 55,93917;      -1,27495;0,57541;3
 695,16699; 55,94917;      -1,27505;0,57536;3
 695,27100; 55,95917;      -1,27547;0,57531;3
 695,37799; 55,96917;      -1,27621;0,57526;3
 695,47498; 55,97917;      -1,27537;0,57522;3
 695,58099; 55,98917;      -1,27611;0,57517;3
 695,67499; 55,99917;      -1,27636;0,57513;3
 695,77698; 56,00917;      -1,27474;0,57508;3
 695,87598; 56,01917;      -1,27484;0,57503;3
 695,98499; 56,02917;      -1,27574;0,57498;3
 696,07800; 56,03917;      -1,27631;0,57494;3
 696,18201; 56,04917;      -1,27658;0,57489;3
 696,27502; 56,05917;      -1,27652;0,57484;3
 696,37201; 56,06917;      -1,27646;0,57480;3
 696,47498; 56,07917;      -1,27562;0,57475;3
 696,57703; 56,08917;      -1,27573;0,57470;3
 696,69000; 56,09917;      -1,27537;0,57465;3
 696,76501; 56,10917;      -1,27451;0,57461;3
 696,87201; 56,11917;      -1,27619;0,57456;3
 696,97601; 56,12917;      -1,27583;0,57451;3
 697,08301; 56,13917;      -1,27673;0,57446;3
 697,17700; 56,14917;      -1,27699;0,57442;3
 697,28400; 56,15917;      -1,27552;0,57437;3
 697,37598; 56,16917;      -1,27656;0,57433;3
 697,48199; 56,17917;      -1,27778;0,57428;3
 697,58301; 56,18917;      -1,27851;0,57423;3
 697,68903; 56,19917;      -1,27847;0,57418;3
 697,78998; 56,20917;      -1,28031;0,57413;3
 697,88898; 56,21917;      -1,27978;0,57408;3
 697,98901; 56,22917;      -1,27973;0,57404;3
 698,08600; 56,23917;      -1,28014;0,57399;3
 698,18597; 56,24917;      -1,28025;0,57395;3
 698,28497; 56,25917;      -1,28225;0,57390;3
 698,38300; 56,26917;      -1,28077;0,57385;3
 698,48401; 56,27917;      -1,28214;0,57380;3
 698,59003; 56,28917;      -1,28304;0,57375;3
 698,68799; 56,29917;      -1,28314;0,57371;3
 698,78699; 56,30917;      -1,28262;0,57366;3
 698,89001; 56,31917;      -1,28399;0,57361;3
 698,98199; 56,32917;      -1,28409;0,57357;3
 699,08502; 56,33917;      -1,28356;0,57352;3
 699,18799; 56,34917;      -1,28462;0,57347;3
 699,28003; 56,35917;      -1,28456;0,57343;3
 699,38397; 56,36917;      -1,28325;0,57338;3
 699,48499; 56,37917;      -1,28335;0,57333;3
 699,58197; 56,38917;      -1,28661;0,57329;3
 699,67999; 56,39917;      -1,28324;0,57324;3
 699,78003; 56,40917;      -1,28603;0,57319;3
 699,88098; 56,41917;      -1,28519;0,57315;3
 699,99103; 56,42917;      -1,28547;0,57309;3
 700,07703; 56,43917;      -1,28730;0,57305;3
 700,17999; 56,44917;      -1,28662;0,57300;3
 700,28699; 56,45917;      -1,28641;0,57295;3
 700,37903; 56,46917;      -1,28699;0,57291;3
 700,48297; 56,47917;      -1,28678;0,57286;3
 700,58197; 56,48917;      -1,28720;0,57281;3
 700,68298; 56,49917;      -1,28857;0,57277;3
 700,79303; 56,50917;      -1,28885;0,57271;3
 700,87903; 56,51917;      -1,28815;0,57267;3
 700,98602; 56,52917;      -1,28890;0,57262;3
 701,08899; 56,53917;      -1,28901;0,57257;3
 701,19000; 56,54917;      -1,29054;0,57253;3
 701,28699; 56,55917;      -1,29017;0,57248;3
 701,39203; 56,56917;      -1,28854;0,57243;3
 701,49200; 56,57917;      -1,28849;0,57238;3
 701,58600; 56,58917;      -1,29001;0,57234;3
 701,69202; 56,59917;      -1,29139;0,57229;3
 701,78601; 56,60917;      -1,29117;0,57224;3
 701,89697; 56,61917;      -1,29082;0,57219;3
 701,98798; 56,62917;      -1,29139;0,57215;3
 702,08600; 56,63917;      -1,29276;0,57210;3
 702,18500; 56,64917;      -1,29192;0,57205;3
 702,28699; 56,65917;      -1,29345;0,57201;3
 702,38397; 56,66917;      -1,29387;0,57196;3
 702,49298; 56,67917;      -1,29478;0,57191;3
 702,58398; 56,68917;      -1,29567;0,57187;3
 702,69202; 56,69917;      -1,29610;0,57181;3
 702,78900; 56,70917;      -1,29541;0,57177;3
 702,89001; 56,71917;      -1,29647;0,57172;3
 702,99298; 56,72917;      -1,29864;0,57167;3
 703,08197; 56,73917;      -1,29684;0,57163;3
 703,19202; 56,74917;      -1,29981;0,57158;3
 703,28003; 56,75917;      -1,30022;0,57153;3
 703,38501; 56,76917;      -1,29986;0,57149;3
 703,48700; 56,77917;      -1,30107;0,57144;3
 703,58301; 56,78917;      -1,30213;0,57139;3
 703,68298; 56,79917;      -1,30176;0,57134;3
 703,78302; 56,80917;      -1,30219;0,57130;3
 703,88898; 56,81917;      -1,30183;0,57125;3
 703,98499; 56,82917;      -1,30256;0,57120;3
 704,08698; 56,83917;      -1,30236;0,57115;3
 704,19000; 56,84917;      -1,30231;0,57110;3
 704,28699; 56,85917;      -1,30384;0,57106;3
 704,38098; 56,86917;      -1,30474;0,57101;3
 704,49103; 56,87917;      -1,30422;0,57096;3
 704,58698; 56,88917;      -1,30607;0,57091;3
 704,69202; 56,89917;      -1,30698;0,57086;3
 704,78497; 56,90917;      -1,30597;0,57082;3
 704,88702; 56,91917;      -1,30767;0,57077;3
 704,98798; 56,92917;      -1,30873;0,57072;3
 705,08698; 56,93917;      -1,30884;0,57067;3
 705,19299; 56,94917;      -1,31006;0,57062;3
 705,29797; 56,95917;      -1,31097;0,57057;3
 705,39301; 56,96917;      -1,31092;0,57053;3
 705,49298; 56,97917;      -1,31198;0,57048;3
 705,59497; 56,98917;      -1,31273;0,57043;3
 705,69299; 56,99917;      -1,31347;0,57039;3
 705,79102; 57,00917;      -1,31358;0,57034;3
 705,89697; 57,01917;      -1,31369;0,57029;3
 705,99298; 57,02917;      -1,31697;0,57024;3
 706,09399; 57,03917;      -1,31740;0,57019;3
 706,19202; 57,04917;      -1,31926;0,57015;3
 706,29797; 57,05917;      -1,31905;0,57010;3
 706,39899; 57,06917;      -1,31917;0,57005;3
 706,50098; 57,07917;      -1,32118;0,57000;3
 706,59399; 57,08917;      -1,32224;0,56996;3
 706,68201; 57,09917;      -1,32520;0,56991;3
 706,78998; 57,10917;      -1,32690;0,56986;3
 706,89502; 57,11917;      -1,32766;0,56981;3
 706,99701; 57,12917;      -1,32698;0,56976;3
 707,09698; 57,13917;      -1,32899;0,56971;3
 707,19800; 57,14917;      -1,32974;0,56967;3
 707,29700; 57,15917;      -1,33367;0,56962;3
 707,39099; 57,16917;      -1,33377;0,56957;3
 707,49402; 57,17917;      -1,33468;0,56952;3
 707,59998; 57,18917;      -1,33544;0,56947;3
 707,68402; 57,19917;      -1,33696;0,56943;3
 707,79700; 57,20917;      -1,33995;0,56938;3
 707,89801; 57,21917;      -1,33975;0,56933;3
 707,99701; 57,22917;      -1,34065;0,56928;3
 708,09003; 57,23917;      -1,34203;0,56924;3
 708,19501; 57,24917;      -1,34390;0,56919;3
 708,28601; 57,25917;      -1,34543;0,56915;3
 708,39697; 57,26917;      -1,34635;0,56909;3
 708,49200; 57,27917;      -1,34980;0,56905;3
 708,59900; 57,28917;      -1,34992;0,56899;3
 708,70203; 57,29917;      -1,35147;0,56895;3
 708,80103; 57,30917;      -1,35111;0,56890;3
 708,90503; 57,31917;      -1,35266;0,56885;3
 708,99402; 57,32917;      -1,35419;0,56881;3
 709,10400; 57,33917;      -1,35543;0,56875;3
 709,19397; 57,34917;      -1,35649;0,56871;3
 709,29602; 57,35917;      -1,35835;0,56866;3
 709,38898; 57,36917;      -1,35958;0,56862;3
 709,49298; 57,37917;      -1,36161;0,56857;3
 709,59198; 57,38917;      -1,36283;0,56852;3
 709,69098; 57,39917;      -1,36438;0,56847;3
 709,78699; 57,40917;      -1,36592;0,56842;3
 709,90302; 57,41917;      -1,36670;0,56837;3
 709,99500; 57,42917;      -1,36871;0,56832;3
 710,09698; 57,43917;      -1,37011;0,56828;3
 710,19897; 57,44917;      -1,37182;0,56823;3
 710,29797; 57,45917;      -1,37400;0,56818;3
 710,39899; 57,46917;      -1,37412;0,56813;3
 710,49103; 57,47917;      -1,37757;0,56809;3
 710,59302; 57,48917;      -1,37928;0,56804;3
 710,70697; 57,49917;      -1,38165;0,56798;3
 710,79303; 57,50917;      -1,38095;0,56794;3
 710,89502; 57,51917;      -1,38410;0,56789;3
 710,99799; 57,52917;      -1,38550;0,56784;3
 711,10498; 57,53917;      -1,38738;0,56779;3
 711,20203; 57,54917;      -1,38972;0,56774;3
 711,30103; 57,55917;      -1,39207;0,56770;3
 711,40399; 57,56917;      -1,39426;0,56765;3
 711,51001; 57,57917;      -1,39646;0,56759;3
 711,60498; 57,58917;      -1,39929;0,56755;3
 711,70599; 57,59917;      -1,40148;0,56750;3
 711,80798; 57,60917;      -1,40304;0,56745;3
 711,90399; 57,61917;      -1,40411;0,56740;3
 712,00500; 57,62917;      -1,40806;0,56736;3
 712,11298; 57,63917;      -1,40994;0,56730;3
 712,20300; 57,64917;      -1,41117;0,56726;3
 712,29700; 57,65917;      -1,41431;0,56721;3
 712,40503; 57,66917;      -1,41668;0,56716;3
 712,50403; 57,67917;      -1,41887;0,56711;3
 712,60498; 57,68917;      -1,41995;0,56707;3
 712,70697; 57,69917;      -1,42295;0,56702;3
 712,80298; 57,70917;      -1,42610;0,56697;3
 712,90100; 57,71917;      -1,42749;0,56692;3
 713,00598; 57,72917;      -1,42890;0,56687;3
 713,10602; 57,73917;      -1,43157;0,56682;3
 713,20599; 57,74917;      -1,43409;0,56677;3
 713,29797; 57,75917;      -1,43580;0,56673;3
 713,40100; 57,76917;      -1,43992;0,56668;3
 713,49902; 57,77917;      -1,44228;0,56663;3
 713,60901; 57,78917;      -1,44465;0,56658;3
 713,70001; 57,79917;      -1,44668;0,56654;3
 713,80603; 57,80917;      -1,45032;0,56648;3
 713,90900; 57,81917;      -1,45269;0,56643;3
 713,99902; 57,82917;      -1,45312;0,56639;3
 714,09497; 57,83917;      -1,45627;0,56634;3
 714,21198; 57,84917;      -1,45850;0,56629;3
 714,30701; 57,85917;      -1,46261;0,56624;3
 714,40698; 57,86917;      -1,46450;0,56619;3
 714,50500; 57,87917;      -1,46686;0,56615;3
 714,59900; 57,88917;      -1,47001;0,56610;3
 714,70300; 57,89917;      -1,47174;0,56605;3
 714,80798; 57,90917;      -1,47427;0,56600;3
 714,89899; 57,91917;      -1,47647;0,56595;3
 715,00000; 57,92917;      -1,47740;0,56591;3
 715,10199; 57,93917;      -1,48072;0,56586;3
 715,20697; 57,94917;      -1,48198;0,56580;3
 715,31000; 57,95917;      -1,48435;0,56575;3
 715,41803; 57,96917;      -1,48848;0,56570;3
 715,50897; 57,97917;      -1,49132;0,56566;3
 715,61499; 57,98917;      -1,49402;0,56561;3
 715,71002; 57,99917;      -1,49830;0,56556;3
 715,80603; 58,00917;      -1,50114;0,56551;3
 715,90399; 58,01917;      -1,50287;0,56547;3
 716,00500; 58,02917;      -1,50412;0,56542;3
 716,09998; 58,03917;      -1,50681;0,56537;3
 716,20599; 58,04917;      -1,51111;0,56532;3
 716,30402; 58,05917;      -1,51347;0,56527;3
 716,40302; 58,06917;      -1,51537;0,56522;3
 716,50500; 58,07917;      -1,51758;0,56517;3
 716,60999; 58,08917;      -1,52124;0,56512;3
 716,71002; 58,09917;      -1,52474;0,56507;3
 716,80701; 58,10917;      -1,52678;0,56503;3
 716,90601; 58,11917;      -1,52996;0,56498;3
 717,01801; 58,12917;      -1,52963;0,56492;3
 717,10602; 58,13917;      -1,53295;0,56488;3
 717,21399; 58,14917;      -1,53597;0,56483;3
 717,30902; 58,15917;      -1,54011;0,56478;3
 717,41302; 58,16917;      -1,54377;0,56473;3
 717,51300; 58,17917;      -1,54583;0,56468;3
 717,60797; 58,18917;      -1,54804;0,56464;3
 717,70502; 58,19917;      -1,55153;0,56459;3
 717,80798; 58,20917;      -1,55359;0,56454;3
 717,91400; 58,21917;      -1,55678;0,56449;3
 718,01599; 58,22917;      -1,55917;0,56444;3
 718,11298; 58,23917;      -1,56218;0,56439;3
 718,21600; 58,24917;      -1,56537;0,56434;3
 718,31799; 58,25917;      -1,56855;0,56429;3
 718,40802; 58,26917;      -1,57172;0,56425;3
 718,51398; 58,27917;      -1,57620;0,56419;3
 718,60699; 58,28917;      -1,57536;0,56415;3
 718,71100; 58,29917;      -1,57839;0,56410;3
 718,81299; 58,30917;      -1,58222;0,56405;3
 718,92297; 58,31917;      -1,58574;0,56399;3
 719,02100; 58,32917;      -1,58893;0,56395;3
 719,10999; 58,33917;      -1,59178;0,56390;3
 719,21503; 58,34917;      -1,59417;0,56385;3
 719,31097; 58,35917;      -1,59703;0,56380;3
 719,40900; 58,36917;      -1,60038;0,56376;3
 719,51099; 58,37917;      -1,60405;0,56371;3
 719,61200; 58,38917;      -1,60580;0,56366;3
 719,70898; 58,39917;      -1,60786;0,56361;3
 719,81097; 58,40917;      -1,60929;0,56356;3
 719,91199; 58,41917;      -1,61457;0,56351;3
 720,01898; 58,42917;      -1,61713;0,56346;3
 720,11401; 58,43917;      -1,62048;0,56341;3
 720,20898; 58,44917;      -1,62318;0,56336;3
 720,30902; 58,45917;      -1,62638;0,56331;3
 720,41302; 58,46917;      -1,62749;0,56326;3
 720,52301; 58,47917;      -1,62893;0,56321;3
 720,61298; 58,48917;      -1,63018;0,56317;3
 720,71503; 58,49917;      -1,63434;0,56312;3
 720,81201; 58,50917;      -1,63770;0,56307;3
 720,91699; 58,51917;      -1,63945;0,56302;3
 721,01099; 58,52917;      -1,64152;0,56297;3
 721,12000; 58,53917;      -1,64553;0,56292;3
 721,21802; 58,54917;      -1,64921;0,56287;3
 721,31897; 58,55917;      -1,65129;0,56282;3
 721,41199; 58,56917;      -1,65383;0,56277;3
 721,51300; 58,57917;      -1,65446;0,56272;3
 721,61902; 58,58917;      -1,65767;0,56267;3
 721,72302; 58,59917;      -1,66039;0,56262;3
 721,81201; 58,60917;      -1,66503;0,56258;3
 721,91699; 58,61917;      -1,66454;0,56252;3
 722,00299; 58,62917;      -1,66788;0,56248;3
 722,11401; 58,63917;      -1,67126;0,56243;3
 722,21100; 58,64917;      -1,67333;0,56238;3
 722,31500; 58,65917;      -1,67638;0,56233;3
 722,41803; 58,66917;      -1,67750;0,56228;3
 722,52399; 58,67917;      -1,67733;0,56223;3
 722,61200; 58,68917;      -1,68100;0,56218;3
 722,72198; 58,69917;      -1,68262;0,56213;3
 722,81299; 58,70917;      -1,68516;0,56208;3
 722,91803; 58,71917;      -1,68757;0,56203;3
 723,01703; 58,72917;      -1,68949;0,56198;3
 723,11298; 58,73917;      -1,69108;0,56194;3
 723,21997; 58,74917;      -1,69269;0,56188;3
 723,31799; 58,75917;      -1,69445;0,56183;3
 723,41901; 58,76917;      -1,69508;0,56178;3
 723,52002; 58,77917;      -1,69733;0,56174;3
 723,60901; 58,78917;      -1,69923;0,56169;3
 723,71503; 58,79917;      -1,70020;0,56164;3
 723,81702; 58,80917;      -1,70115;0,56159;3
 723,91998; 58,81917;      -1,70228;0,56154;3
 724,02002; 58,82917;      -1,70452;0,56149;3
 724,12299; 58,83917;      -1,70693;0,56144;3
 724,21899; 58,84917;      -1,70724;0,56139;3
 724,32001; 58,85917;      -1,71029;0,56134;3
 724,41998; 58,86917;      -1,71173;0,56129;3
 724,52002; 58,87917;      -1,71253;0,56124;3
 724,62000; 58,88917;      -1,71284;0,56119;3
 724,72601; 58,89917;      -1,71332;0,56114;3
 724,81702; 58,90917;      -1,71620;0,56109;3
 724,92999; 58,91917;      -1,71589;0,56104;3
 725,02698; 58,92917;      -1,71781;0,56099;3
 725,12598; 58,93917;      -1,71893;0,56094;3
 725,22998; 58,94917;      -1,71844;0,56089;3
 725,32300; 58,95917;      -1,72003;0,56084;3
 725,42999; 58,96917;      -1,72294;0,56079;3
 725,52600; 58,97917;      -1,72405;0,56074;3
 725,63599; 58,98917;      -1,72358;0,56069;3
 725,72601; 58,99917;      -1,72533;0,56064;3
 725,82703; 59,00917;      -1,72451;0,56059;3
 725,91901; 59,01917;      -1,72772;0,56055;3
 726,03003; 59,02917;      -1,72741;0,56049;3
 726,12799; 59,03917;      -1,72820;0,56045;3
 726,22900; 59,04917;      -1,72852;0,56039;3
 726,32202; 59,05917;      -1,72850;0,56035;3
 726,42297; 59,06917;      -1,72978;0,56030;3
 726,52698; 59,07917;      -1,73027;0,56025;3
 726,63300; 59,08917;      -1,73027;0,56019;3
 726,71899; 59,09917;      -1,72878;0,56015;3
 726,83398; 59,10917;      -1,73122;0,56009;3
 726,92999; 59,11917;      -1,73153;0,56005;3
 727,02698; 59,12917;      -1,73346;0,56000;3
 727,12903; 59,13917;      -1,73232;0,55995;3
 727,22400; 59,14917;      -1,73279;0,55990;3
 727,33197; 59,15917;      -1,73377;0,55985;3
 727,42902; 59,16917;      -1,73456;0,55980;3
 727,53302; 59,17917;      -1,73375;0,55975;3
 727,63098; 59,18917;      -1,73358;0,55970;3
 727,73798; 59,19917;      -1,73423;0,55965;3
 727,83301; 59,20917;      -1,73308;0,55960;3
 727,93500; 59,21917;      -1,73065;0,55955;3
 728,03900; 59,22917;      -1,73130;0,55950;3
 728,13098; 59,23917;      -1,73257;0,55945;3
 728,22302; 59,24917;      -1,73158;0,55940;3
 728,33600; 59,25917;      -1,73175;0,55935;3
 728,44098; 59,26917;      -1,73046;0,55930;3
 728,52802; 59,27917;      -1,73011;0,55925;3
 728,62903; 59,28917;      -1,73026;0,55920;3
 728,72498; 59,29917;      -1,73025;0,55915;3
 728,83099; 59,30917;      -1,72847;0,55910;3
 728,93103; 59,31917;      -1,72798;0,55905;3
 729,02899; 59,32917;      -1,72716;0,55900;3
 729,13397; 59,33917;      -1,72538;0,55895;3
 729,22900; 59,34917;      -1,72488;0,55890;3
 729,33099; 59,35917;      -1,72422;0,55885;3
 729,43298; 59,36917;      -1,72260;0,55880;3
 729,53497; 59,37917;      -1,72227;0,55875;3
 729,62903; 59,38917;      -1,72177;0,55870;3
 729,73297; 59,39917;      -1,72112;0,55865;3
 729,83002; 59,40917;      -1,71948;0,55860;3
 729,93201; 59,41917;      -1,71980;0,55855;3
 730,03699; 59,42917;      -1,72013;0,55850;3
 730,13800; 59,43917;      -1,71834;0,55845;3
 730,23700; 59,44917;      -1,71687;0,55840;3
 730,33099; 59,45917;      -1,71572;0,55835;3
 730,44000; 59,46917;      -1,71491;0,55830;3
 730,53003; 59,47917;      -1,71375;0,55825;3
 730,63702; 59,48917;      -1,71148;0,55820;3
 730,73798; 59,49917;      -1,70953;0,55815;3
 730,84003; 59,50917;      -1,70742;0,55810;3
 730,93903; 59,51917;      -1,70692;0,55805;3
 731,03900; 59,52917;      -1,70415;0,55800;3
 731,13501; 59,53917;      -1,70041;0,55795;3
 731,23602; 59,54917;      -1,70056;0,55790;3
 731,33502; 59,55917;      -1,69714;0,55785;3
 731,44299; 59,56917;      -1,69763;0,55780;3
 731,53302; 59,57917;      -1,69566;0,55775;3
 731,64099; 59,58917;      -1,69485;0,55770;3
 731,73798; 59,59917;      -1,69484;0,55765;3
 731,84003; 59,60917;      -1,69077;0,55760;3
 731,93799; 59,61917;      -1,68979;0,55755;3
 732,03601; 59,62917;      -1,68912;0,55750;3
 732,14099; 59,63917;      -1,68685;0,55745;3
 732,22900; 59,64917;      -1,68471;0,55740;3
 732,33698; 59,65917;      -1,68260;0,55735;3
 732,42700; 59,66917;      -1,67965;0,55730;3
 732,53101; 59,67917;      -1,67964;0,55725;3
 732,63501; 59,68917;      -1,67801;0,55720;3
 732,73297; 59,69917;      -1,67508;0,55715;3
 732,83398; 59,70917;      -1,67377;0,55710;3
 732,93298; 59,71917;      -1,67197;0,55705;3
 733,03497; 59,72917;      -1,67131;0,55700;3
 733,14099; 59,73917;      -1,66903;0,55694;3
 733,23700; 59,74917;      -1,66625;0,55690;3
 733,34003; 59,75917;      -1,66267;0,55684;3
 733,42999; 59,76917;      -1,66118;0,55680;3
 733,53699; 59,77917;      -1,65841;0,55674;3
 733,63898; 59,78917;      -1,65629;0,55669;3
 733,73602; 59,79917;      -1,65595;0,55664;3
 733,83398; 59,80917;      -1,65252;0,55659;3
 733,94000; 59,81917;      -1,64926;0,55654;3
 734,04303; 59,82917;      -1,64535;0,55649;3
 734,13501; 59,83917;      -1,64483;0,55644;3
 734,23102; 59,84917;      -1,64124;0,55639;3
 734,33801; 59,85917;      -1,63895;0,55634;3
 734,43298; 59,86917;      -1,63487;0,55629;3
 734,53302; 59,87917;      -1,63306;0,55624;3
 734,64502; 59,88917;      -1,63225;0,55619;3
 734,73999; 59,89917;      -1,63011;0,55614;3
 734,83698; 59,90917;      -1,62798;0,55609;3
 734,93402; 59,91917;      -1,62340;0,55604;3
 735,03900; 59,92917;      -1,62193;0,55599;3
 735,13898; 59,93917;      -1,61963;0,55594;3
 735,22998; 59,94917;      -1,61537;0,55589;3
 735,33899; 59,95917;      -1,61293;0,55584;3
 735,44397; 59,96917;      -1,61096;0,55578;3
 735,53802; 59,97917;      -1,60752;0,55574;3
 735,63800; 59,98917;      -1,60538;0,55568;3
 735,74103; 59,99917;      -1,60293;0,55563;3
 735,83197; 60,00917;      -1,59817;0,55559;3
 735,93298; 60,01917;      -1,59620;0,55554;3
 736,04303; 60,02917;      -1,59473;0,55548;3
 736,14301; 60,03917;      -1,59097;0,55543;3
 736,23401; 60,04917;      -1,58719;0,55538;3
 736,33698; 60,05917;      -1,58473;0,55533;3
 736,44397; 60,06917;      -1,58179;0,55528;3
 736,53900; 60,07917;      -1,58192;0,55523;3
 736,63599; 60,08917;      -1,57929;0,55518;3
 736,74103; 60,09917;      -1,57553;0,55513;3
 736,84198; 60,10917;      -1,57144;0,55508;3
 736,94397; 60,11917;      -1,57044;0,55502;3
 737,03900; 60,12917;      -1,56813;0,55498;3
 737,13800; 60,13917;      -1,56518;0,55493;3
 737,24103; 60,14917;      -1,56320;0,55487;3
 737,34003; 60,15917;      -1,55812;0,55482;3
 737,44397; 60,16917;      -1,55697;0,55477;3
 737,53802; 60,17917;      -1,55384;0,55472;3
 737,64099; 60,18917;      -1,54925;0,55467;3
 737,74298; 60,19917;      -1,54695;0,55462;3
 737,84100; 60,20917;      -1,54317;0,55457;3
 737,93201; 60,21917;      -1,54085;0,55452;3
 738,03497; 60,22917;      -1,53839;0,55447;3
