#EXPORTTYPE:                 ;ALL                                                            
#FILE:;sta_043.ngb-ss5
#FORMAT:                     ;NETZSCH5                                                       
#FTYPE:                      ;ANSI                                                           
#IDENTITY:                   ;43                                                             
#DECIMAL:                    ;COMMA                                                          
#SEPARATOR:                  ;SEMICOLON                                                      
#MTYPE:                      ;DSC                                                            
#MSUBTYPE:                   ;                                                               
#INSTRUMENT:                 ;NETZSCH STA 449F5                                              
#PROJECT:                    ;Эпсилон-Fe2O3                                                  
#DATE/TIME:                  ;30.05.2018 13:48:49 (UTC+3)                                    
#CORR. FILE:                 ;                                                               
#TEMPCAL:                    ;10 К Al2O3 - тигель N2.ngb-ts5                                 
#SENSITIVITY:                ;10 K Al2О3 - тигель N2.ngb-es5                                 
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:                     ;                                                               
#SAMPLE:                     ;Магн.-Соос. 0.6 ТЕОС 4ч                                        
#SAMPLE MASS /mg:            ;8,430                                                          
#MATERIAL:                   ;Fe3O4                                                          
#REFERENCE:                  ;пустой тигель                                                  
#REFERENCE MASS /mg:         ;0                                                              
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al2O3                                               
#SAMPLE CRUCIBLE MASS /mg:   ;0                                                              
#REFERENCE CRUCIBLE MASS /mg:;0                                                              
#DSC RANGE /µV:              ;5000                                                           
#TG RANGE /mg:               ;35000                                                          
#TAU-R:                      ;---                                                            
#CORR. CODE:                 ;000                                                            
#EXO:                        ;+1                                                             
#RANGE:                      ;300°C/10,0(K/min)/1200°C                                       
#SEGMENT:                    ;S3/4                                                           
#SEG. 3:                     ;300°C/10,0(K/min)/1200°C                                       

#*RESULTS:;File;Segment;Result;Unit;Y_value;Unit;Range_Xmin;Unit;Range_Xmax;Unit;Range_Ymin;Unit;Range_Ymax;Unit

##Temp./°C;Time/min;DSC(subtr.3)/(mW/mg);Sensit./(uV/mW);Segment
 315,71301; 16,20917;       0,41979;0,77613;3
 315,67499; 16,21917;       0,41930;0,77616;3
 315,66101; 16,22917;       0,41848;0,77618;3
 315,62601; 16,23917;       0,41660;0,77620;3
 315,61099; 16,24917;       0,41519;0,77622;3
 315,58301; 16,25917;       0,41460;0,77624;3
 315,55399; 16,26917;       0,41330;0,77626;3
 315,52600; 16,27917;       0,41329;0,77629;3
 315,50400; 16,28917;       0,41142;0,77630;3
 315,49100; 16,29917;       0,41165;0,77631;3
 315,46201; 16,30917;       0,41152;0,77634;3
 315,44199; 16,31917;       0,40964;0,77635;3
 315,43100; 16,32917;       0,40905;0,77636;3
 315,39401; 16,33917;       0,40869;0,77639;3
 315,37299; 16,34917;       0,41043;0,77641;3
 315,35800; 16,35917;       0,40879;0,77642;3
 315,32901; 16,36917;       0,40866;0,77644;3
 315,32001; 16,37917;       0,40714;0,77645;3
 315,30099; 16,38917;       0,40737;0,77647;3
 315,26401; 16,39917;       0,40700;0,77650;3
 315,25299; 16,40917;       0,40793;0,77651;3
 315,22900; 16,41917;       0,40804;0,77653;3
 315,22900; 16,42917;       0,40850;0,77653;3
 315,20700; 16,43917;       0,40675;0,77654;3
 315,17700; 16,44917;       0,40720;0,77657;3
 315,17001; 16,45917;       0,40673;0,77657;3
 315,15900; 16,46917;       0,40696;0,77658;3
 315,12601; 16,47917;       0,40648;0,77661;3
 315,12201; 16,48917;       0,40671;0,77661;3
 315,10501; 16,49917;       0,40775;0,77663;3
 315,08899; 16,50917;       0,40728;0,77664;3
 315,07401; 16,51917;       0,40844;0,77665;3
 315,06299; 16,52917;       0,40820;0,77666;3
 315,05099; 16,53917;       0,40738;0,77667;3
 315,04501; 16,54917;       0,40668;0,77667;3
 315,02899; 16,55917;       0,40853;0,77669;3
 315,01501; 16,56917;       0,40830;0,77670;3
 315,01599; 16,57917;       0,40888;0,77670;3
 315,01199; 16,58917;       0,41051;0,77670;3
 314,99799; 16,59917;       0,41062;0,77671;3
 314,99799; 16,60917;       0,41085;0,77671;3
 314,99399; 16,61917;       0,41108;0,77672;3
 314,97198; 16,62917;       0,41119;0,77673;3
 314,96301; 16,63917;       0,41200;0,77674;3
 314,95599; 16,64917;       0,41340;0,77675;3
 314,95499; 16,65917;       0,41293;0,77675;3
 314,94901; 16,66917;       0,41235;0,77675;3
 314,95200; 16,67917;       0,41328;0,77675;3
 314,94000; 16,68917;       0,41397;0,77676;3
 314,94699; 16,69917;       0,41491;0,77675;3
 314,94901; 16,70917;       0,41689;0,77675;3
 314,95001; 16,71917;       0,41736;0,77675;3
 314,94000; 16,72917;       0,41712;0,77676;3
 314,94400; 16,73917;       0,41782;0,77676;3
 314,94501; 16,74917;       0,41794;0,77676;3
 314,94901; 16,75917;       0,41887;0,77675;3
 314,95001; 16,76917;       0,41957;0,77675;3
 314,94501; 16,77917;       0,41922;0,77676;3
 314,95499; 16,78917;       0,41934;0,77675;3
 314,96201; 16,79917;       0,42156;0,77674;3
 314,95999; 16,80917;       0,42202;0,77674;3
 314,97101; 16,81917;       0,42203;0,77673;3
 314,98700; 16,82917;       0,42343;0,77672;3
 314,98999; 16,83917;       0,42495;0,77672;3
 314,99701; 16,84917;       0,42413;0,77671;3
 315,01901; 16,85917;       0,42403;0,77670;3
 315,02301; 16,86917;       0,42484;0,77669;3
 315,03900; 16,87917;       0,42555;0,77668;3
 315,04901; 16,88917;       0,42684;0,77667;3
 315,05499; 16,89917;       0,42719;0,77667;3
 315,07300; 16,90917;       0,42801;0,77665;3
 315,09500; 16,91917;       0,42965;0,77663;3
 315,10699; 16,92917;       0,42873;0,77662;3
 315,11700; 16,93917;       0,43036;0,77662;3
 315,13901; 16,94917;       0,43119;0,77660;3
 315,15900; 16,95917;       0,43120;0,77658;3
 315,18301; 16,96917;       0,43086;0,77656;3
 315,19601; 16,97917;       0,43005;0,77655;3
 315,21899; 16,98917;       0,43064;0,77653;3
 315,24301; 16,99917;       0,43357;0,77651;3
 315,26401; 17,00917;       0,43486;0,77650;3
 315,28500; 17,01917;       0,43347;0,77648;3
 315,29901; 17,02917;       0,43429;0,77647;3
 315,33701; 17,03917;       0,43524;0,77644;3
 315,35800; 17,04917;       0,43607;0,77642;3
 315,38101; 17,05917;       0,43643;0,77640;3
 315,40302; 17,06917;       0,43679;0,77638;3
 315,42801; 17,07917;       0,43855;0,77636;3
 315,46600; 17,08917;       0,43891;0,77633;3
 315,47900; 17,09917;       0,43845;0,77632;3
 315,51999; 17,10917;       0,43929;0,77629;3
 315,55099; 17,11917;       0,43954;0,77627;3
 315,57999; 17,12917;       0,44083;0,77624;3
 315,60599; 17,13917;       0,44131;0,77622;3
 315,64301; 17,14917;       0,44284;0,77619;3
 315,67801; 17,15917;       0,44181;0,77616;3
 315,71600; 17,16917;       0,44218;0,77613;3
 315,74100; 17,17917;       0,44242;0,77611;3
 315,77399; 17,18917;       0,44349;0,77608;3
 315,81201; 17,19917;       0,44479;0,77605;3
 315,85300; 17,20917;       0,44562;0,77602;3
 315,89700; 17,21917;       0,44506;0,77599;3
 315,93100; 17,22917;       0,44531;0,77596;3
 315,96701; 17,23917;       0,44532;0,77593;3
 316,01099; 17,24917;       0,44534;0,77589;3
 316,04199; 17,25917;       0,44641;0,77587;3
 316,09500; 17,26917;       0,44655;0,77583;3
 316,12201; 17,27917;       0,44680;0,77580;3
 316,16400; 17,28917;       0,44693;0,77577;3
 316,20599; 17,29917;       0,44777;0,77574;3
 316,25201; 17,30917;       0,44826;0,77570;3
 316,30200; 17,31917;       0,44863;0,77566;3
 316,34100; 17,32917;       0,44981;0,77563;3
 316,39001; 17,33917;       0,44914;0,77559;3
 316,43900; 17,34917;       0,45044;0,77555;3
 316,48700; 17,35917;       0,44918;0,77551;3
 316,53000; 17,36917;       0,45049;0,77548;3
 316,57501; 17,37917;       0,45086;0,77544;3
 316,63101; 17,38917;       0,45205;0,77539;3
 316,67899; 17,39917;       0,45196;0,77536;3
 316,72101; 17,40917;       0,45186;0,77532;3
 316,77301; 17,41917;       0,45247;0,77528;3
 316,82999; 17,42917;       0,45390;0,77523;3
 316,88699; 17,43917;       0,45322;0,77519;3
 316,93100; 17,44917;       0,45523;0,77515;3
 316,99200; 17,45917;       0,45607;0,77510;3
 317,04501; 17,46917;       0,45481;0,77506;3
 317,09100; 17,47917;       0,45472;0,77502;3
 317,15500; 17,48917;       0,45463;0,77497;3
 317,20401; 17,49917;       0,45559;0,77493;3
 317,25800; 17,50917;       0,45620;0,77489;3
 317,31201; 17,51917;       0,45529;0,77485;3
 317,37299; 17,52917;       0,45625;0,77480;3
 317,42999; 17,53917;       0,45780;0,77475;3
 317,48199; 17,54917;       0,45771;0,77471;3
 317,54599; 17,55917;       0,45727;0,77466;3
 317,59900; 17,56917;       0,45718;0,77462;3
 317,66199; 17,57917;       0,45791;0,77456;3
 317,72101; 17,58917;       0,45852;0,77452;3
 317,78299; 17,59917;       0,45855;0,77447;3
 317,85400; 17,60917;       0,45940;0,77441;3
 317,90799; 17,61917;       0,45943;0,77437;3
 317,97000; 17,62917;       0,45981;0,77432;3
 318,03601; 17,63917;       0,45972;0,77426;3
 318,08701; 17,64917;       0,46022;0,77422;3
 318,15302; 17,65917;       0,46142;0,77417;3
 318,21799; 17,66917;       0,46156;0,77412;3
 318,28101; 17,67917;       0,46218;0,77407;3
 318,34299; 17,68917;       0,46326;0,77402;3
 318,41501; 17,69917;       0,46295;0,77396;3
 318,48099; 17,70917;       0,46251;0,77391;3
 318,53400; 17,71917;       0,46335;0,77386;3
 318,59000; 17,72917;       0,46396;0,77382;3
 318,66000; 17,73917;       0,46493;0,77376;3
 318,72299; 17,74917;       0,46543;0,77371;3
 318,79800; 17,75917;       0,46406;0,77365;3
 318,87399; 17,76917;       0,46434;0,77359;3
 318,94000; 17,77917;       0,46600;0,77354;3
 319,00601; 17,78917;       0,46721;0,77349;3
 319,06201; 17,79917;       0,46560;0,77344;3
 319,13300; 17,80917;       0,46680;0,77339;3
 319,20401; 17,81917;       0,46625;0,77333;3
 319,27499; 17,82917;       0,46628;0,77327;3
 319,35101; 17,83917;       0,46632;0,77321;3
 319,42200; 17,84917;       0,46846;0,77315;3
 319,49301; 17,85917;       0,47049;0,77310;3
 319,55200; 17,86917;       0,46969;0,77305;3
 319,63300; 17,87917;       0,46903;0,77299;3
 319,69400; 17,88917;       0,47093;0,77294;3
 319,76700; 17,89917;       0,47191;0,77288;3
 319,83301; 17,90917;       0,47077;0,77283;3
 319,91299; 17,91917;       0,47057;0,77276;3
 319,98401; 17,92917;       0,47154;0,77271;3
 320,05801; 17,93917;       0,47299;0,77265;3
 320,11801; 17,94917;       0,47442;0,77260;3
 320,19501; 17,95917;       0,47446;0,77254;3
 320,26599; 17,96917;       0,47496;0,77248;3
 320,34100; 17,97917;       0,47523;0,77242;3
 320,41199; 17,98917;       0,47574;0,77236;3
 320,48099; 17,99917;       0,47577;0,77231;3
 320,54999; 18,00917;       0,47616;0,77225;3
 320,61700; 18,01917;       0,47748;0,77220;3
 320,71100; 18,02917;       0,47776;0,77213;3
 320,76901; 18,03917;       0,47873;0,77208;3
 320,84201; 18,04917;       0,48029;0,77202;3
 320,92899; 18,05917;       0,48162;0,77195;3
 320,99701; 18,06917;       0,48200;0,77190;3
 321,06699; 18,07917;       0,48274;0,77184;3
 321,14401; 18,08917;       0,48348;0,77178;3
 321,21600; 18,09917;       0,48399;0,77172;3
 321,28799; 18,10917;       0,48402;0,77167;3
 321,35999; 18,11917;       0,48559;0,77161;3
 321,44400; 18,12917;       0,48668;0,77154;3
 321,52200; 18,13917;       0,48660;0,77148;3
 321,58499; 18,14917;       0,48734;0,77143;3
 321,66699; 18,15917;       0,48867;0,77137;3
 321,74200; 18,16917;       0,48883;0,77131;3
 321,81000; 18,17917;       0,48945;0,77125;3
 321,89099; 18,18917;       0,48937;0,77119;3
 321,96701; 18,19917;       0,49141;0,77113;3
 322,05499; 18,20917;       0,49239;0,77106;3
 322,12701; 18,21917;       0,49407;0,77100;3
 322,20001; 18,22917;       0,49458;0,77094;3
 322,27600; 18,23917;       0,49450;0,77088;3
 322,34698; 18,24917;       0,49606;0,77083;3
 322,43301; 18,25917;       0,49751;0,77076;3
 322,50101; 18,26917;       0,49778;0,77070;3
 322,58301; 18,27917;       0,49923;0,77064;3
 322,64999; 18,28917;       0,49927;0,77059;3
 322,73499; 18,29917;       0,49990;0,77052;3
 322,80099; 18,30917;       0,50028;0,77047;3
 322,87799; 18,31917;       0,50232;0,77041;3
 322,96100; 18,32917;       0,50319;0,77034;3
 323,04099; 18,33917;       0,50452;0,77028;3
 323,11401; 18,34917;       0,50491;0,77022;3
 323,19699; 18,35917;       0,50542;0,77015;3
 323,26999; 18,36917;       0,50593;0,77010;3
 323,33701; 18,37917;       0,50820;0,77004;3
 323,42099; 18,38917;       0,50989;0,76998;3
 323,49200; 18,39917;       0,51075;0,76992;3
 323,56100; 18,40917;       0,51055;0,76987;3
 323,64401; 18,41917;       0,51247;0,76980;3
 323,72400; 18,42917;       0,51169;0,76974;3
 323,80499; 18,43917;       0,51444;0,76967;3
 323,87399; 18,44917;       0,51671;0,76962;3
 323,96500; 18,45917;       0,51758;0,76955;3
 324,04599; 18,46917;       0,51727;0,76948;3
 324,11200; 18,47917;       0,51754;0,76943;3
 324,19800; 18,48917;       0,51924;0,76936;3
 324,27701; 18,49917;       0,52116;0,76930;3
 324,35699; 18,50917;       0,52120;0,76924;3
 324,42401; 18,51917;       0,52406;0,76918;3
 324,50800; 18,52917;       0,52446;0,76912;3
 324,59100; 18,53917;       0,52592;0,76905;3
 324,65201; 18,54917;       0,52748;0,76900;3
 324,73300; 18,55917;       0,52788;0,76894;3
 324,82101; 18,56917;       0,52839;0,76887;3
 324,89401; 18,57917;       0,52902;0,76881;3
 324,97501; 18,58917;       0,53060;0,76875;3
 325,04501; 18,59917;       0,53205;0,76870;3
 325,12000; 18,60917;       0,53338;0,76864;3
 325,19800; 18,61917;       0,53307;0,76857;3
 325,28299; 18,62917;       0,53595;0,76851;3
 325,35699; 18,63917;       0,53705;0,76845;3
 325,42999; 18,64917;       0,53732;0,76839;3
 325,50800; 18,65917;       0,53819;0,76833;3
 325,58200; 18,66917;       0,53976;0,76827;3
 325,65302; 18,67917;       0,54063;0,76822;3
 325,72800; 18,68917;       0,54255;0,76816;3
 325,81400; 18,69917;       0,54449;0,76809;3
 325,88599; 18,70917;       0,54335;0,76803;3
 325,96799; 18,71917;       0,54363;0,76797;3
 326,04099; 18,72917;       0,54638;0,76791;3
 326,10999; 18,73917;       0,54736;0,76786;3
 326,17801; 18,74917;       0,54822;0,76781;3
 326,26901; 18,75917;       0,54957;0,76773;3
 326,34500; 18,76917;       0,55068;0,76767;3
 326,42999; 18,77917;       0,55143;0,76761;3
 326,49200; 18,78917;       0,55300;0,76756;3
 326,57001; 18,79917;       0,55410;0,76750;3
 326,65799; 18,80917;       0,55580;0,76743;3
 326,72601; 18,81917;       0,55537;0,76738;3
 326,80600; 18,82917;       0,55778;0,76731;3
 326,88501; 18,83917;       0,55853;0,76725;3
 326,96100; 18,84917;       0,56081;0,76719;3
 327,03400; 18,85917;       0,56109;0,76714;3
 327,11499; 18,86917;       0,56243;0,76707;3
 327,19400; 18,87917;       0,56413;0,76701;3
 327,26599; 18,88917;       0,56453;0,76695;3
 327,34299; 18,89917;       0,56563;0,76689;3
 327,42001; 18,90917;       0,56686;0,76683;3
 327,49399; 18,91917;       0,56796;0,76678;3
 327,57101; 18,92917;       0,56919;0,76672;3
 327,64600; 18,93917;       0,57112;0,76666;3
 327,73300; 18,94917;       0,57164;0,76659;3
 327,80899; 18,95917;       0,57122;0,76653;3
 327,87701; 18,96917;       0,57291;0,76648;3
 327,95401; 18,97917;       0,57402;0,76642;3
 328,02701; 18,98917;       0,57654;0,76636;3
 328,09900; 18,99917;       0,57823;0,76630;3
 328,18201; 19,00917;       0,57710;0,76624;3
 328,26599; 19,01917;       0,57810;0,76617;3
 328,33200; 19,02917;       0,57991;0,76612;3
 328,42001; 19,03917;       0,58102;0,76605;3
 328,49301; 19,04917;       0,58177;0,76600;3
 328,56699; 19,05917;       0,58335;0,76594;3
 328,64700; 19,06917;       0,58411;0,76588;3
 328,72299; 19,07917;       0,58510;0,76582;3
 328,78799; 19,08917;       0,58644;0,76577;3
 328,88199; 19,09917;       0,58768;0,76569;3
 328,95001; 19,10917;       0,58795;0,76564;3
 329,03299; 19,11917;       0,58836;0,76558;3
 329,10599; 19,12917;       0,58947;0,76552;3
 329,18900; 19,13917;       0,59023;0,76545;3
 329,25601; 19,14917;       0,59263;0,76540;3
 329,34201; 19,15917;       0,59398;0,76534;3
 329,42001; 19,16917;       0,59569;0,76528;3
 329,48599; 19,17917;       0,59549;0,76522;3
 329,57199; 19,18917;       0,59731;0,76516;3
 329,64401; 19,19917;       0,59712;0,76510;3
 329,72101; 19,20917;       0,59835;0,76504;3
 329,79501; 19,21917;       0,59934;0,76498;3
 329,87201; 19,22917;       0,60140;0,76492;3
 329,94800; 19,23917;       0,60157;0,76487;3
 330,03101; 19,24917;       0,60315;0,76480;3
 330,10199; 19,25917;       0,60308;0,76475;3
 330,19299; 19,26917;       0,60337;0,76468;3
 330,26999; 19,27917;       0,60472;0,76462;3
 330,33401; 19,28917;       0,60559;0,76457;3
 330,42200; 19,29917;       0,60730;0,76450;3
 330,49399; 19,30917;       0,60770;0,76444;3
 330,57101; 19,31917;       0,60846;0,76438;3
 330,64801; 19,32917;       0,60886;0,76432;3
 330,71899; 19,33917;       0,61068;0,76427;3
 330,80200; 19,34917;       0,61132;0,76420;3
 330,88599; 19,35917;       0,61232;0,76414;3
 330,96701; 19,36917;       0,61320;0,76408;3
 331,04501; 19,37917;       0,61467;0,76402;3
 331,12399; 19,38917;       0,61626;0,76395;3
 331,20099; 19,39917;       0,61678;0,76390;3
 331,26401; 19,40917;       0,61789;0,76385;3
 331,35001; 19,41917;       0,61865;0,76378;3
 331,43399; 19,42917;       0,61977;0,76372;3
 331,51199; 19,43917;       0,61959;0,76366;3
 331,58499; 19,44917;       0,62165;0,76360;3
 331,66501; 19,45917;       0,62170;0,76354;3
 331,74301; 19,46917;       0,62186;0,76348;3
 331,82401; 19,47917;       0,62168;0,76341;3
 331,89899; 19,48917;       0,62338;0,76336;3
 331,97699; 19,49917;       0,62438;0,76330;3
 332,06000; 19,50917;       0,62515;0,76323;3
 332,13800; 19,51917;       0,62543;0,76317;3
 332,21600; 19,52917;       0,62679;0,76311;3
 332,31699; 19,53917;       0,62815;0,76303;3
 332,38000; 19,54917;       0,62760;0,76299;3
 332,45801; 19,55917;       0,62967;0,76293;3
 332,53400; 19,56917;       0,63007;0,76287;3
 332,61301; 19,57917;       0,62941;0,76281;3
 332,70001; 19,58917;       0,62994;0,76274;3
 332,78101; 19,59917;       0,63260;0,76268;3
 332,85300; 19,60917;       0,63336;0,76262;3
 332,94000; 19,61917;       0,63294;0,76255;3
 333,01300; 19,62917;       0,63251;0,76250;3
 333,09799; 19,63917;       0,63280;0,76243;3
 333,17999; 19,64917;       0,63286;0,76237;3
 333,25699; 19,65917;       0,63492;0,76231;3
 333,33600; 19,66917;       0,63604;0,76225;3
 333,41901; 19,67917;       0,63586;0,76219;3
 333,49301; 19,68917;       0,63602;0,76213;3
 333,58200; 19,69917;       0,63644;0,76206;3
 333,65799; 19,70917;       0,63708;0,76200;3
 333,74301; 19,71917;       0,63773;0,76194;3
 333,82599; 19,72917;       0,63897;0,76187;3
 333,90399; 19,73917;       0,64009;0,76181;3
 333,98499; 19,74917;       0,63955;0,76175;3
 334,06400; 19,75917;       0,63960;0,76169;3
 334,14099; 19,76917;       0,63929;0,76163;3
 334,23099; 19,77917;       0,64208;0,76156;3
 334,30701; 19,78917;       0,64225;0,76151;3
 334,39301; 19,79917;       0,64326;0,76144;3
 334,47501; 19,80917;       0,64426;0,76138;3
 334,55899; 19,81917;       0,64539;0,76131;3
 334,64200; 19,82917;       0,64378;0,76125;3
 334,71301; 19,83917;       0,64394;0,76120;3
 334,80399; 19,84917;       0,64412;0,76113;3
 334,88400; 19,85917;       0,64560;0,76106;3
 334,97900; 19,86917;       0,64649;0,76099;3
 335,06100; 19,87917;       0,64773;0,76093;3
 335,13901; 19,88917;       0,64778;0,76087;3
 335,22000; 19,89917;       0,64760;0,76081;3
 335,30399; 19,90917;       0,64730;0,76074;3
 335,38000; 19,91917;       0,64675;0,76069;3
 335,46100; 19,92917;       0,64776;0,76062;3
 335,56299; 19,93917;       0,64794;0,76055;3
 335,63699; 19,94917;       0,64882;0,76049;3
 335,71301; 19,95917;       0,64863;0,76043;3
 335,80801; 19,96917;       0,65072;0,76036;3
 335,89200; 19,97917;       0,65101;0,76029;3
 335,96899; 19,98917;       0,65106;0,76024;3
 336,05600; 19,99917;       0,65124;0,76017;3
 336,14600; 20,00917;       0,65058;0,76010;3
 336,22900; 20,01917;       0,65195;0,76004;3
 336,31100; 20,02917;       0,65176;0,75998;3
 336,39801; 20,03917;       0,65277;0,75991;3
 336,48199; 20,04917;       0,65318;0,75985;3
 336,57300; 20,05917;       0,65360;0,75978;3
 336,65399; 20,06917;       0,65330;0,75971;3
 336,73599; 20,07917;       0,65359;0,75965;3
 336,82700; 20,08917;       0,65484;0,75958;3
 336,91901; 20,09917;       0,65454;0,75951;3
 336,98599; 20,10917;       0,65685;0,75946;3
 337,08801; 20,11917;       0,65596;0,75938;3
 337,16599; 20,12917;       0,65554;0,75933;3
 337,24899; 20,13917;       0,65523;0,75926;3
 337,34201; 20,14917;       0,65720;0,75919;3
 337,42300; 20,15917;       0,65678;0,75913;3
 337,50299; 20,16917;       0,65624;0,75907;3
 337,59698; 20,17917;       0,65761;0,75900;3
 337,68701; 20,18917;       0,65767;0,75893;3
 337,76999; 20,19917;       0,65820;0,75887;3
 337,85999; 20,20917;       0,65921;0,75880;3
 337,95999; 20,21917;       0,66011;0,75872;3
 338,03799; 20,22917;       0,65969;0,75866;3
 338,12900; 20,23917;       0,66022;0,75860;3
 338,21301; 20,24917;       0,65873;0,75853;3
 338,30200; 20,25917;       0,66094;0,75846;3
 338,38599; 20,26917;       0,65884;0,75840;3
 338,47699; 20,27917;       0,66010;0,75833;3
 338,57599; 20,28917;       0,65956;0,75826;3
 338,66599; 20,29917;       0,66058;0,75819;3
 338,75000; 20,30917;       0,66171;0,75813;3
 338,83499; 20,31917;       0,66248;0,75806;3
 338,92001; 20,32917;       0,66194;0,75800;3
 339,01901; 20,33917;       0,66153;0,75792;3
 339,11099; 20,34917;       0,66099;0,75785;3
 339,18799; 20,35917;       0,66056;0,75779;3
 339,28201; 20,36917;       0,66027;0,75772;3
 339,37799; 20,37917;       0,66164;0,75765;3
 339,46899; 20,38917;       0,66194;0,75758;3
 339,55200; 20,39917;       0,66200;0,75752;3
 339,64499; 20,40917;       0,66278;0,75745;3
 339,72299; 20,41917;       0,66402;0,75739;3
 339,82999; 20,42917;       0,66433;0,75731;3
 339,90500; 20,43917;       0,66283;0,75725;3
 339,99701; 20,44917;       0,66337;0,75718;3
 340,09900; 20,45917;       0,66343;0,75711;3
 340,19000; 20,46917;       0,66314;0,75704;3
 340,27802; 20,47917;       0,66343;0,75697;3
 340,36401; 20,48917;       0,66205;0,75691;3
 340,45401; 20,49917;       0,66343;0,75684;3
 340,54300; 20,50917;       0,66301;0,75677;3
 340,64001; 20,51917;       0,66331;0,75670;3
 340,72501; 20,52917;       0,66492;0,75664;3
 340,82401; 20,53917;       0,66511;0,75656;3
 340,91101; 20,54917;       0,66576;0,75650;3
 341,00601; 20,55917;       0,66559;0,75643;3
 341,10101; 20,56917;       0,66577;0,75635;3
 341,19699; 20,57917;       0,66440;0,75628;3
 341,28500; 20,58917;       0,66481;0,75622;3
 341,37201; 20,59917;       0,66499;0,75615;3
 341,46799; 20,60917;       0,66541;0,75608;3
 341,56699; 20,61917;       0,66512;0,75600;3
 341,63901; 20,62917;       0,66505;0,75595;3
 341,74100; 20,63917;       0,66571;0,75587;3
 341,82999; 20,64917;       0,66577;0,75581;3
 341,92801; 20,65917;       0,66572;0,75573;3
 342,02499; 20,66917;       0,66542;0,75566;3
 342,11401; 20,67917;       0,66584;0,75559;3
 342,20099; 20,68917;       0,66698;0,75553;3
 342,30099; 20,69917;       0,66548;0,75546;3
 342,39401; 20,70917;       0,66662;0,75539;3
 342,50000; 20,71917;       0,66538;0,75531;3
 342,58499; 20,72917;       0,66771;0,75524;3
 342,67999; 20,73917;       0,66741;0,75517;3
 342,77701; 20,74917;       0,66700;0,75510;3
 342,85501; 20,75917;       0,66777;0,75504;3
 342,96201; 20,76917;       0,66748;0,75496;3
 343,04999; 20,77917;       0,66790;0,75490;3
 343,14401; 20,78917;       0,66796;0,75483;3
 343,23401; 20,79917;       0,66778;0,75476;3
 343,33401; 20,80917;       0,66724;0,75468;3
 343,42700; 20,81917;       0,66815;0,75461;3
 343,52802; 20,82917;       0,66869;0,75454;3
 343,62201; 20,83917;       0,66791;0,75447;3
 343,71500; 20,84917;       0,66858;0,75440;3
 343,79901; 20,85917;       0,66815;0,75434;3
 343,89600; 20,86917;       0,66917;0,75426;3
 343,98999; 20,87917;       0,66828;0,75419;3
 344,08801; 20,88917;       0,66894;0,75412;3
 344,17401; 20,89917;       0,66888;0,75406;3
 344,28500; 20,90917;       0,66775;0,75398;3
 344,37000; 20,91917;       0,66841;0,75391;3
 344,45700; 20,92917;       0,66822;0,75385;3
 344,56900; 20,93917;       0,66926;0,75376;3
 344,65900; 20,94917;       0,66980;0,75370;3
 344,76001; 20,95917;       0,66950;0,75362;3
 344,85699; 20,96917;       0,67077;0,75355;3
 344,95001; 20,97917;       0,67047;0,75348;3
 345,05200; 20,98917;       0,67030;0,75341;3
 345,14301; 20,99917;       0,67072;0,75334;3
 345,23199; 21,00917;       0,67210;0,75327;3
 345,32001; 21,01917;       0,67288;0,75321;3
 345,42001; 21,02917;       0,67222;0,75313;3
 345,51999; 21,03917;       0,67181;0,75306;3
 345,61600; 21,04917;       0,67199;0,75299;3
 345,72101; 21,05917;       0,67206;0,75291;3
 345,81699; 21,06917;       0,67237;0,75284;3
 345,90201; 21,07917;       0,67278;0,75278;3
 346,00400; 21,08917;       0,67333;0,75270;3
 346,10501; 21,09917;       0,67364;0,75263;3
 346,20001; 21,10917;       0,67358;0,75256;3
 346,29800; 21,11917;       0,67377;0,75248;3
 346,38901; 21,12917;       0,67395;0,75242;3
 346,48300; 21,13917;       0,67521;0,75235;3
 346,59000; 21,14917;       0,67588;0,75227;3
 346,68100; 21,15917;       0,67570;0,75220;3
 346,77600; 21,16917;       0,67673;0,75213;3
 346,88101; 21,17917;       0,67632;0,75205;3
 346,97101; 21,18917;       0,67614;0,75199;3
 347,06699; 21,19917;       0,67644;0,75192;3
 347,17599; 21,20917;       0,67700;0,75183;3
 347,27100; 21,21917;       0,67754;0,75176;3
 347,37000; 21,22917;       0,67736;0,75169;3
 347,45801; 21,23917;       0,67634;0,75163;3
 347,57300; 21,24917;       0,67654;0,75154;3
 347,65900; 21,25917;       0,67635;0,75148;3
 347,76901; 21,26917;       0,67727;0,75140;3
 347,85699; 21,27917;       0,67757;0,75133;3
 347,95901; 21,28917;       0,67836;0,75126;3
 348,04999; 21,29917;       0,67926;0,75119;3
 348,14999; 21,30917;       0,67957;0,75112;3
 348,23801; 21,31917;       0,68083;0,75105;3
 348,35001; 21,32917;       0,68030;0,75097;3
 348,43500; 21,33917;       0,68084;0,75091;3
 348,54001; 21,34917;       0,68224;0,75083;3
 348,63000; 21,35917;       0,68266;0,75077;3
 348,73599; 21,36917;       0,68394;0,75069;3
 348,82501; 21,37917;       0,68291;0,75062;3
 348,92200; 21,38917;       0,68286;0,75055;3
 349,02301; 21,39917;       0,68425;0,75048;3
 349,11899; 21,40917;       0,68431;0,75041;3
