#EXPORTTYPE:                 ;DATA ALL                                          
#FILE:;sta_200.ngb-ss5
#FORMAT:                     ;NETZSCH5                                          
#FTYPE:                      ;ANSI                                              
#IDENTITY:                   ;200                                               
#DECIMAL:                    ;COMMA                                             
#SEPARATOR:                  ;SEMICOLON                                         
#MTYPE:                      ;DSC                                               
#INSTRUMENT:                 ;NETZSCH STA 449F5                                 
#PROJECT:                    ;Эпсилон                                           
#DATE/TIME:                  ;07.10.2021 14:19:41 (UTC+3)                       
#CORR. FILE:                 ;                                                  
#TEMPCAL:                    ;15 К Al2O3 - тигель N2 - 2021.ngb-ts5             
#SENSITIVITY:                ;15 K Al2О3 - тигель N2 - 2021.ngb-es5             
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:                     ;                                                  
#SAMPLE:                     ;Сульфат Железа (II)                               
#SAMPLE MASS /mg:            ;20,316                                            
#MATERIAL:                   ;Другое                                            
#REFERENCE:                  ;пустой тигель                                     
#REFERENCE MASS /mg:         ;0                                                 
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al2O3                                  
#SAMPLE CRUCIBLE MASS /mg:   ;211,764                                           
#REFERENCE CRUCIBLE MASS /mg:;202,414                                           
#DSC RANGE /µV:              ;5000                                              
#TG RANGE /mg:               ;35000                                             
#TAU-R:                      ;---                                               
#CORR. CODE:                 ;000                                               
#EXO:                        ;+1                                                
#RANGE:                      ;30°C/15,0(K/min)/800°C                            
#SEGMENT:                    ;S1/1                                              
#SEG. 1:                     ;30°C/15,0(K/min)/800°C                            

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge1)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
 28,08600; 0,00000;-8,676093e-002;99,83006;51,00000;20,00000;0,83711
 28,10400; 0,00667;-8,685026e-002;99,83186;52,00000;20,00000;0,83712
 28,11400; 0,01333;-8,680519e-002;99,83189;51,00000;20,00000;0,83712
 28,11400; 0,02000;-8,680519e-002;99,83241;49,00000;20,00000;0,83712
 28,12900; 0,02667;-8,676001e-002;99,83294;49,00000;20,00000;0,83712
 28,13700; 0,03333;-8,671498e-002;99,83347;50,00000;20,00000;0,83712
 28,17700; 0,04000;-8,671414e-002;99,83401;50,00000;20,00000;0,83713
 28,16400; 0,04667;-8,671440e-002;99,83454;50,00000;20,00000;0,83713
 28,18500; 0,05333;-8,675882e-002;99,83507;50,00000;20,00000;0,83713
 28,19600; 0,06000;-8,680345e-002;99,83560;49,00000;20,00000;0,83714
 28,20600; 0,06667;-8,680324e-002;99,83613;49,00000;20,00000;0,83714
 28,22700; 0,07333;-8,689251e-002;99,83665;49,00000;20,00000;0,83714
 28,23600; 0,08000;-8,684746e-002;99,83665;50,00000;20,00000;0,83714
 28,24900; 0,08667;-8,680233e-002;99,83711;50,00000;20,00000;0,83715
 28,27800; 0,09333;-8,684657e-002;99,83761;50,00000;20,00000;0,83715
 28,28700; 0,10000;-8,689124e-002;99,83814;50,00000;20,00000;0,83715
 28,29800; 0,10667;-8,702558e-002;99,83818;49,00000;20,00000;0,83716
 28,31300; 0,11333;-8,707012e-002;99,83871;49,00000;20,00000;0,83716
 28,32800; 0,12000;-8,702494e-002;99,83923;49,00000;20,00000;0,83716
 28,33300; 0,12667;-8,697998e-002;99,83976;51,00000;20,00000;0,83716
 28,34200; 0,13333;-8,693493e-002;99,84028;51,00000;20,00000;0,83717
 28,34800; 0,14000;-8,693481e-002;99,84031;52,00000;20,00000;0,83717
 28,38100; 0,14667;-8,693411e-002;99,84084;52,00000;20,00000;0,83717
 28,36300; 0,15333;-8,693449e-002;99,84137;49,00000;20,00000;0,83717
 28,39000; 0,16000;-8,688906e-002;99,84190;49,00000;20,00000;0,83718
 28,40400; 0,16667;-8,693362e-002;99,84243;50,00000;20,00000;0,83718
 28,40600; 0,17333;-8,684386e-002;99,84297;50,00000;20,00000;0,83718
 28,44600; 0,18000;-8,670844e-002;99,84350;50,00000;20,00000;0,83719
 28,44900; 0,18667;-8,652895e-002;99,84354;50,00000;20,00000;0,83719
 28,45500; 0,19333;-8,643911e-002;99,84408;51,00000;20,00000;0,83719
 28,46700; 0,20000;-8,652857e-002;99,84461;49,00000;20,00000;0,83719
 28,47900; 0,20667;-8,652832e-002;99,84515;49,00000;20,00000;0,83719
 28,51300; 0,21333;-8,648275e-002;99,84568;50,00000;20,00000;0,83720
 28,51500; 0,22000;-8,661728e-002;99,84622;50,00000;20,00000;0,83720
 28,54500; 0,22667;-8,666150e-002;99,84626;50,00000;20,00000;0,83721
 28,52800; 0,23333;-8,657214e-002;99,84678;50,00000;20,00000;0,83720
 28,55500; 0,24000;-8,652672e-002;99,84731;50,00000;20,00000;0,83721
 28,56000; 0,24667;-8,666118e-002;99,84784;49,00000;20,00000;0,83721
 28,57500; 0,25333;-8,670572e-002;99,84788;49,00000;20,00000;0,83721
 28,59400; 0,26000;-8,666046e-002;99,84842;51,00000;20,00000;0,83722
 28,61400; 0,26667;-8,652548e-002;99,84846;51,00000;20,00000;0,83722
 28,61500; 0,27333;-8,657031e-002;99,84851;52,00000;20,00000;0,83722
 28,63600; 0,28000;-8,656987e-002;99,84855;52,00000;20,00000;0,83723
 28,65700; 0,28667;-8,652458e-002;99,84908;49,00000;20,00000;0,83723
 28,66800; 0,29333;-8,652434e-002;99,84912;49,00000;20,00000;0,83723
 28,66900; 0,30000;-8,638976e-002;99,84915;50,00000;20,00000;0,83723
 28,68400; 0,30667;-8,638944e-002;99,84919;50,00000;20,00000;0,83724
 28,69600; 0,31333;-8,629948e-002;99,84923;51,00000;20,00000;0,83724
 28,70900; 0,32000;-8,620950e-002;99,84927;51,00000;20,00000;0,83724
 28,72300; 0,32667;-8,620921e-002;99,84932;49,00000;20,00000;0,83724
 28,74600; 0,33333;-8,625358e-002;99,84936;49,00000;20,00000;0,83725
 28,76200; 0,34000;-8,625324e-002;99,84940;49,00000;20,00000;0,83725
 28,76500; 0,34667;-8,643260e-002;99,84944;49,00000;20,00000;0,83725
 28,78000; 0,35333;-8,634257e-002;99,84948;50,00000;20,00000;0,83726
 28,80000; 0,36000;-8,634216e-002;99,84951;50,00000;20,00000;0,83726
 28,79800; 0,36667;-8,625249e-002;99,84954;50,00000;20,00000;0,83726
 28,80700; 0,37333;-8,616260e-002;99,84958;50,00000;20,00000;0,83726
 28,82600; 0,38000;-8,616220e-002;99,84962;49,00000;20,00000;0,83726
 28,84500; 0,38667;-8,616180e-002;99,84966;49,00000;20,00000;0,83727
 28,85900; 0,39333;-8,620636e-002;99,84970;51,00000;20,00000;0,83727
 28,85600; 0,40000;-8,611672e-002;99,84973;51,00000;20,00000;0,83727
 28,87500; 0,40667;-8,607147e-002;99,84978;51,00000;20,00000;0,83727
 28,88900; 0,41333;-8,602632e-002;99,84982;51,00000;20,00000;0,83728
 28,91700; 0,42000;-8,593604e-002;99,84986;49,00000;20,00000;0,83728
 28,92300; 0,42667;-8,589106e-002;99,84990;49,00000;20,00000;0,83728
 28,93100; 0,43333;-8,593574e-002;99,85092;51,00000;20,00000;0,83729
 28,94700; 0,44000;-8,606996e-002;99,85195;51,00000;20,00000;0,83729
 28,96100; 0,44667;-8,615937e-002;99,85346;52,00000;20,00000;0,83729
 28,96400; 0,45333;-8,620416e-002;99,85545;52,00000;20,00000;0,83729
 28,98000; 0,46000;-8,624868e-002;99,85688;52,00000;20,00000;0,83730
 29,00500; 0,46667;-8,620331e-002;99,85872;49,00000;20,00000;0,83730
 29,02000; 0,47333;-8,606844e-002;99,86059;49,00000;20,00000;0,83730
 29,03000; 0,48000;-8,615793e-002;99,86206;50,00000;20,00000;0,83731
 29,05100; 0,48667;-8,611264e-002;99,86309;50,00000;20,00000;0,83731
 29,05500; 0,49333;-8,611256e-002;99,86411;50,00000;20,00000;0,83731
 29,08100; 0,50000;-8,611202e-002;99,86464;50,00000;20,00000;0,83732
 29,07900; 0,50667;-8,602237e-002;99,86566;49,00000;20,00000;0,83732
 29,07900; 0,51333;-8,615692e-002;99,86619;51,00000;20,00000;0,83732
 29,11800; 0,52000;-8,629065e-002;99,86619;51,00000;20,00000;0,83732
 29,11700; 0,52667;-8,629066e-002;99,86659;51,00000;20,00000;0,83732
 29,13900; 0,53333;-8,620050e-002;99,86647;50,00000;20,00000;0,83733
 29,16200; 0,54000;-8,615518e-002;99,86640;49,00000;20,00000;0,83733
 29,16600; 0,54667;-8,615509e-002;99,86688;49,00000;20,00000;0,83733
 29,18600; 0,55333;-8,615467e-002;99,86686;51,00000;20,00000;0,83734
 29,18900; 0,56000;-8,615461e-002;99,86673;51,00000;20,00000;0,83734
 29,21000; 0,56667;-8,606447e-002;99,86638;52,00000;20,00000;0,83734
 29,22600; 0,57333;-8,606414e-002;99,86588;52,00000;20,00000;0,83735
 29,24800; 0,58000;-8,610854e-002;99,86541;49,00000;20,00000;0,83735
 29,26500; 0,58667;-8,619788e-002;99,86513;49,00000;20,00000;0,83735
 29,28600; 0,59333;-8,619744e-002;99,86507;49,00000;20,00000;0,83736
 29,29200; 0,60000;-8,619732e-002;99,86510;50,00000;20,00000;0,83736
 29,30100; 0,60667;-8,619712e-002;99,86514;50,00000;20,00000;0,83736
 29,31800; 0,61333;-8,615193e-002;99,86517;49,00000;20,00000;0,83736
 29,32400; 0,62000;-8,610695e-002;99,86516;49,00000;20,00000;0,83737
 29,35700; 0,62667;-8,615111e-002;99,86511;49,00000;20,00000;0,83737
 29,36600; 0,63333;-8,624062e-002;99,86506;49,00000;20,00000;0,83737
 29,37900; 0,64000;-8,624034e-002;99,86500;51,00000;20,00000;0,83738
 29,38100; 0,64667;-8,619546e-002;99,86489;50,00000;20,00000;0,83738
 29,41400; 0,65333;-8,628446e-002;99,86469;50,00000;20,00000;0,83738
 29,42300; 0,66000;-8,623943e-002;99,86445;49,00000;20,00000;0,83739
 29,43600; 0,66667;-8,614947e-002;99,86423;49,00000;20,00000;0,83739
 29,46200; 0,67333;-8,623862e-002;99,86410;51,00000;20,00000;0,83739
 29,46900; 0,68000;-8,628332e-002;99,86401;51,00000;20,00000;0,83739
 29,48700; 0,68667;-8,632778e-002;99,86386;51,00000;20,00000;0,83740
 29,49200; 0,69333;-8,659675e-002;99,86356;51,00000;20,00000;0,83740
 29,51300; 0,70000;-8,664117e-002;99,86311;51,00000;20,00000;0,83740
 29,53200; 0,70667;-8,668561e-002;99,86266;49,00000;20,00000;0,83741
 29,55900; 0,71333;-8,664021e-002;99,86231;49,00000;20,00000;0,83741
 29,57100; 0,72000;-8,677448e-002;99,86210;50,00000;20,00000;0,83742
 29,58500; 0,72667;-8,681903e-002;99,86201;50,00000;20,00000;0,83742
 29,58300; 0,73333;-8,695361e-002;99,86184;49,00000;20,00000;0,83742
 29,60000; 0,74000;-8,708779e-002;99,86139;49,00000;20,00000;0,83742
 29,62800; 0,74667;-8,717689e-002;99,86126;49,00000;20,00000;0,83743
 29,65400; 0,75333;-8,726602e-002;99,86064;49,00000;20,00000;0,83743
 29,67300; 0,76000;-8,735532e-002;99,86014;49,00000;20,00000;0,83744
 29,67900; 0,76667;-8,735519e-002;99,86064;50,00000;20,00000;0,83744
 29,68500; 0,77333;-8,739990e-002;99,86046;50,00000;20,00000;0,83744
 29,70700; 0,78000;-8,735460e-002;99,86046;50,00000;20,00000;0,83744
 29,73900; 0,78667;-8,744361e-002;99,86023;49,00000;20,00000;0,83745
 29,75400; 0,79333;-8,762266e-002;99,85948;49,00000;20,00000;0,83745
 29,78400; 0,80000;-8,753235e-002;99,85933;51,00000;20,00000;0,83746
 29,80000; 0,80667;-8,753201e-002;99,85937;51,00000;20,00000;0,83746
 29,81200; 0,81333;-8,798018e-002;99,86019;52,00000;20,00000;0,83746
 29,83000; 0,82000;-8,793495e-002;99,86071;52,00000;20,00000;0,83747
 29,84900; 0,82667;-8,788971e-002;99,86173;49,00000;20,00000;0,83747
 29,87000; 0,83333;-8,779958e-002;99,86272;49,00000;20,00000;0,83748
 29,88100; 0,84000;-8,811324e-002;99,86363;50,00000;20,00000;0,83748
 29,89900; 0,84667;-8,820254e-002;99,86397;50,00000;20,00000;0,83748
 29,92100; 0,85333;-8,833659e-002;99,86475;49,00000;20,00000;0,83749
 29,94800; 0,86000;-8,838086e-002;99,86550;49,00000;20,00000;0,83749
 29,95700; 0,86667;-8,833583e-002;99,86573;49,00000;20,00000;0,83749
 29,97100; 0,87333;-8,860457e-002;99,86593;49,00000;20,00000;0,83750
 30,00100; 0,88000;-8,882813e-002;99,86566;50,00000;20,00000;0,83750
 30,02200; 0,88667;-8,878285e-002;99,86591;50,00000;20,00000;0,83751
 30,04000; 0,89333;-8,909633e-002;99,86525;50,00000;20,00000;0,83751
 30,05000; 0,90000;-8,909612e-002;99,86520;50,00000;20,00000;0,83751
 30,07400; 0,90667;-8,918528e-002;99,86521;49,00000;20,00000;0,83752
 30,09500; 0,91333;-8,914000e-002;99,86475;49,00000;20,00000;0,83752
 30,11300; 0,92000;-8,909478e-002;99,86474;49,00000;20,00000;0,83752
 30,12300; 0,92667;-8,940844e-002;99,86468;51,00000;20,00000;0,83753
 30,14500; 0,93333;-8,954248e-002;99,86460;51,00000;20,00000;0,83753
 30,17100; 0,94000;-8,981094e-002;99,86453;52,00000;20,00000;0,83754
 30,19400; 0,94667;-8,990013e-002;99,86449;52,00000;20,00000;0,83754
 30,20100; 0,95333;-9,007933e-002;99,86445;49,00000;20,00000;0,83754
 30,21800; 0,96000;-9,012379e-002;99,86434;50,00000;20,00000;0,83755
 30,24500; 0,96667;-9,016805e-002;99,86463;50,00000;20,00000;0,83755
 30,26300; 0,97333;-9,025733e-002;99,86431;50,00000;20,00000;0,83755
 30,28500; 0,98000;-9,048104e-002;99,86392;50,00000;20,00000;0,83756
 30,30800; 0,98667;-9,065989e-002;99,86346;50,00000;20,00000;0,83756
 30,31700; 0,99333;-9,079420e-002;99,86345;50,00000;20,00000;0,83757
 30,34900; 1,00000;-9,083834e-002;99,86294;49,00000;20,00000;0,83757
 30,37700; 1,00667;-9,097224e-002;99,86296;49,00000;20,00000;0,83758
 30,38700; 1,01333;-9,110653e-002;99,86257;50,00000;20,00000;0,83758
 30,41200; 1,02000;-9,128533e-002;99,86277;50,00000;20,00000;0,83758
 30,44000; 1,02667;-9,141922e-002;99,86254;49,00000;20,00000;0,83759
 30,44300; 1,03333;-9,146399e-002;99,86327;49,00000;20,00000;0,83759
 30,48200; 1,04000;-9,159764e-002;99,86390;49,00000;20,00000;0,83760
 30,48200; 1,04667;-9,182181e-002;99,86438;49,00000;20,00000;0,83760
 30,52300; 1,05333;-9,200024e-002;99,86426;49,00000;20,00000;0,83761
 30,53900; 1,06000;-9,208956e-002;99,86507;50,00000;20,00000;0,83761
 30,56900; 1,06667;-9,222340e-002;99,86539;50,00000;20,00000;0,83762
 30,58100; 1,07333;-9,240247e-002;99,86527;50,00000;20,00000;0,83762
 30,61100; 1,08000;-9,249147e-002;99,86570;50,00000;20,00000;0,83762
 30,63300; 1,08667;-9,262548e-002;99,86621;50,00000;20,00000;0,83763
 30,66000; 1,09333;-9,284906e-002;99,86633;49,00000;20,00000;0,83763
 30,67500; 1,10000;-9,307289e-002;99,86702;50,00000;20,00000;0,83764
 30,69100; 1,10667;-9,329669e-002;99,86723;50,00000;20,00000;0,83764
 30,72100; 1,11333;-9,343052e-002;99,86748;52,00000;20,00000;0,83765
 30,74900; 1,12000;-9,347473e-002;99,86826;49,00000;20,00000;0,83765
 30,76400; 1,12667;-9,383305e-002;99,86857;49,00000;20,00000;0,83766
 30,78400; 1,13333;-9,410159e-002;99,86886;50,00000;20,00000;0,83766
 30,79700; 1,14000;-9,432545e-002;99,86906;50,00000;20,00000;0,83766
 30,83600; 1,14667;-9,436940e-002;99,86914;50,00000;20,00000;0,83767
 30,85700; 1,15333;-9,445860e-002;99,86956;50,00000;20,00000;0,83767
 30,86900; 1,16000;-9,454799e-002;99,87080;50,00000;20,00000;0,83768
 30,89900; 1,16667;-9,477146e-002;99,87095;49,00000;20,00000;0,83768
 30,92700; 1,17333;-9,490532e-002;99,87154;49,00000;20,00000;0,83769
 30,95400; 1,18000;-9,503919e-002;99,87214;51,00000;20,00000;0,83769
 30,98800; 1,18667;-9,521774e-002;99,87238;51,00000;20,00000;0,83770
 31,00300; 1,19333;-9,535188e-002;99,87282;52,00000;20,00000;0,83770
 31,02800; 1,20000;-9,557547e-002;99,87293;52,00000;20,00000;0,83771
 31,05100; 1,20667;-9,615772e-002;99,87310;52,00000;20,00000;0,83771
 31,07600; 1,21333;-9,620197e-002;99,87375;49,00000;20,00000;0,83772
 31,09400; 1,22000;-9,633604e-002;99,87383;49,00000;20,00000;0,83772
 31,12900; 1,22667;-9,660421e-002;99,87432;49,00000;20,00000;0,83773
 31,13400; 1,23333;-9,682823e-002;99,87426;50,00000;20,00000;0,83773
 31,18200; 1,24000;-9,709609e-002;99,87469;50,00000;20,00000;0,83774
 31,20400; 1,24667;-9,731972e-002;99,87464;50,00000;20,00000;0,83774
 31,21900; 1,25333;-9,745385e-002;99,87498;49,00000;20,00000;0,83775
 31,24300; 1,26000;-9,745329e-002;99,87463;49,00000;20,00000;0,83775
 31,27100; 1,26667;-9,781125e-002;99,87451;49,00000;20,00000;0,83776
 31,30000; 1,27333;-9,790023e-002;99,87372;50,00000;20,00000;0,83776
 31,33700; 1,28000;-9,807867e-002;99,87592;50,00000;20,00000;0,83777
 31,37400; 1,28667;-9,839159e-002;99,87633;50,00000;20,00000;0,83778
 31,39400; 1,29333;-9,857042e-002;99,87649;50,00000;20,00000;0,83778
 31,40800; 1,30000;-9,879421e-002;99,87736;49,00000;20,00000;0,83778
 31,44700; 1,30667;-9,933119e-002;99,87788;49,00000;20,00000;0,83779
 31,47500; 1,31333;-9,942018e-002;99,87845;51,00000;20,00000;0,83780
 31,49500; 1,32000;-9,955418e-002;99,87899;51,00000;20,00000;0,83780
 31,51700; 1,32667;-9,977777e-002;99,87941;51,00000;20,00000;0,83781
 31,54400; 1,33333;-9,995643e-002;99,87967;51,00000;20,00000;0,83781
 31,57000; 1,34000;      -0,10009;99,87985;51,00000;20,00000;0,83782
 31,61200; 1,34667;      -0,10027;99,88106;49,00000;20,00000;0,83782
 31,64600; 1,35333;      -0,10036;99,88335;51,00000;20,00000;0,83783
 31,65700; 1,36000;      -0,10063;99,88473;51,00000;20,00000;0,83783
 31,67000; 1,36667;      -0,10139;99,88656;52,00000;20,00000;0,83784
 31,72500; 1,37333;      -0,10152;99,88730;51,00000;20,00000;0,83785
 31,74400; 1,38000;      -0,10170;99,88644;49,00000;20,00000;0,83785
 31,77500; 1,38667;      -0,10188;99,88548;49,00000;20,00000;0,83786
 31,79600; 1,39333;      -0,10219;99,88490;49,00000;20,00000;0,83786
 31,83700; 1,40000;      -0,10237;99,88469;50,00000;20,00000;0,83787
 31,85900; 1,40667;      -0,10264;99,88438;50,00000;20,00000;0,83787
 31,89900; 1,41333;      -0,10300;99,88409;50,00000;20,00000;0,83788
 31,93300; 1,42000;      -0,10340;99,88492;49,00000;20,00000;0,83789
 31,96500; 1,42667;      -0,10353;99,88499;49,00000;20,00000;0,83789
 31,98800; 1,43333;      -0,10380;99,88531;49,00000;20,00000;0,83790
 32,02300; 1,44000;      -0,10380;99,88532;50,00000;20,00000;0,83791
 32,04900; 1,44667;      -0,10398;99,88585;50,00000;20,00000;0,83791
 32,07800; 1,45333;      -0,10456;99,88571;52,00000;20,00000;0,83792
 32,08900; 1,46000;      -0,10496;99,88577;49,00000;20,00000;0,83792
 32,13300; 1,46667;      -0,10519;99,88651;49,00000;20,00000;0,83793
 32,18000; 1,47333;      -0,10536;99,88610;49,00000;20,00000;0,83794
 32,20400; 1,48000;      -0,10559;99,88572;49,00000;20,00000;0,83794
 32,24400; 1,48667;      -0,10568;99,88648;50,00000;20,00000;0,83795
 32,27200; 1,49333;      -0,10590;99,88841;50,00000;20,00000;0,83796
 32,30600; 1,50000;      -0,10603;99,88996;50,00000;20,00000;0,83796
 32,33300; 1,50667;      -0,10670;99,89105;50,00000;20,00000;0,83797
 32,36800; 1,51333;      -0,10693;99,89160;50,00000;20,00000;0,83797
 32,39700; 1,52000;      -0,10706;99,89066;50,00000;20,00000;0,83798
 32,43100; 1,52667;      -0,10724;99,88975;49,00000;20,00000;0,83799
 32,47300; 1,53333;      -0,10746;99,88845;50,00000;20,00000;0,83800
 32,51100; 1,54000;      -0,10804;99,88867;50,00000;20,00000;0,83800
 32,51400; 1,54667;      -0,10840;99,88835;49,00000;20,00000;0,83800
 32,55400; 1,55333;      -0,10867;99,88841;49,00000;20,00000;0,83801
 32,60900; 1,56000;      -0,10862;99,88836;49,00000;20,00000;0,83802
 32,62500; 1,56667;      -0,10889;99,88828;49,00000;20,00000;0,83803
 32,67400; 1,57333;      -0,10921;99,88874;51,00000;20,00000;0,83803
 32,69600; 1,58000;      -0,10938;99,88928;50,00000;20,00000;0,83804
 32,73300; 1,58667;      -0,10956;99,88937;50,00000;20,00000;0,83805
 32,76600; 1,59333;      -0,10983;99,88994;49,00000;20,00000;0,83805
 32,80000; 1,60000;      -0,11014;99,89093;49,00000;20,00000;0,83806
 32,84300; 1,60667;      -0,11050;99,89134;49,00000;20,00000;0,83807
 32,86700; 1,61333;      -0,11090;99,89113;51,00000;20,00000;0,83807
 32,90200; 1,62000;      -0,11122;99,89037;51,00000;20,00000;0,83808
 32,94800; 1,62667;      -0,11162;99,89012;52,00000;20,00000;0,83809
 32,98500; 1,63333;      -0,11175;99,89004;52,00000;20,00000;0,83810
 33,02700; 1,64000;      -0,11175;99,89168;49,00000;20,00000;0,83810
 33,05400; 1,64667;      -0,11188;99,89252;49,00000;20,00000;0,83811
 33,08600; 1,65333;      -0,11215;99,89340;50,00000;20,00000;0,83812
 33,10700; 1,66000;      -0,11300;99,89316;50,00000;20,00000;0,83812
 33,15600; 1,66667;      -0,11341;99,89368;50,00000;20,00000;0,83813
 33,19800; 1,67333;      -0,11363;99,89351;50,00000;20,00000;0,83814
 33,21900; 1,68000;      -0,11363;99,89420;49,00000;20,00000;0,83814
 33,27600; 1,68667;      -0,11407;99,89539;49,00000;20,00000;0,83815
 33,30200; 1,69333;      -0,11448;99,89669;50,00000;20,00000;0,83816
 33,35600; 1,70000;      -0,11474;99,89812;50,00000;20,00000;0,83817
 33,37800; 1,70667;      -0,11515;99,89866;50,00000;20,00000;0,83817
 33,42200; 1,71333;      -0,11550;99,89769;50,00000;20,00000;0,83818
 33,44200; 1,72000;      -0,11577;99,89611;50,00000;20,00000;0,83819
 33,49900; 1,72667;      -0,11586;99,89586;50,00000;20,00000;0,83820
 33,53000; 1,73333;      -0,11604;99,89555;49,00000;20,00000;0,83820
 33,58200; 1,74000;      -0,11653;99,89523;49,00000;20,00000;0,83821
 33,61300; 1,74667;      -0,11698;99,89544;51,00000;20,00000;0,83822
 33,65000; 1,75333;      -0,11729;99,89516;50,00000;20,00000;0,83823
 33,69100; 1,76000;      -0,11756;99,89487;51,00000;20,00000;0,83823
 33,74000; 1,76667;      -0,11791;99,89403;51,00000;20,00000;0,83824
 33,76300; 1,77333;      -0,11818;99,89354;49,00000;20,00000;0,83825
 33,82400; 1,78000;      -0,11858;99,89295;49,00000;20,00000;0,83826
 33,85900; 1,78667;      -0,11885;99,89431;50,00000;20,00000;0,83827
 33,90100; 1,79333;      -0,11921;99,89427;50,00000;20,00000;0,83828
 33,95000; 1,80000;      -0,11948;99,89386;50,00000;20,00000;0,83829
 33,99100; 1,80667;      -0,11983;99,89456;52,00000;20,00000;0,83829
 34,02500; 1,81333;      -0,12015;99,89488;49,00000;20,00000;0,83830
 34,07200; 1,82000;      -0,12037;99,89624;49,00000;20,00000;0,83831
 34,11000; 1,82667;      -0,12068;99,89957;50,00000;20,00000;0,83832
 34,15300; 1,83333;      -0,12095;99,90190;50,00000;20,00000;0,83832
 34,19200; 1,84000;      -0,12122;99,90321;50,00000;20,00000;0,83833
 34,23700; 1,84667;      -0,12153;99,90154;50,00000;20,00000;0,83834
 34,28300; 1,85333;      -0,12189;99,90033;50,00000;20,00000;0,83835
 34,31800; 1,86000;      -0,12215;99,89907;49,00000;20,00000;0,83836
 34,36600; 1,86667;      -0,12265;99,89876;51,00000;20,00000;0,83837
 34,40400; 1,87333;      -0,12287;99,89894;51,00000;20,00000;0,83837
 34,46000; 1,88000;      -0,12314;99,90165;52,00000;20,00000;0,83838
 34,50100; 1,88667;      -0,12358;99,90201;52,00000;20,00000;0,83839
 34,53800; 1,89333;      -0,12403;99,90244;49,00000;20,00000;0,83840
 34,58400; 1,90000;      -0,12448;99,90189;49,00000;20,00000;0,83841
 34,62200; 1,90667;      -0,12492;99,90174;49,00000;20,00000;0,83842
 34,66900; 1,91333;      -0,12532;99,90195;50,00000;20,00000;0,83843
 34,71300; 1,92000;      -0,12577;99,90151;50,00000;20,00000;0,83843
 34,76200; 1,92667;      -0,12604;99,90095;52,00000;20,00000;0,83844
 34,81600; 1,93333;      -0,12644;99,90081;49,00000;20,00000;0,83845
 34,84100; 1,94000;      -0,12657;99,90017;49,00000;20,00000;0,83846
 34,91000; 1,94667;      -0,12680;99,90009;50,00000;20,00000;0,83847
 34,96200; 1,95333;      -0,12711;99,90259;50,00000;20,00000;0,83848
 34,99900; 1,96000;      -0,12773;99,90529;50,00000;20,00000;0,83849
 35,05000; 1,96667;      -0,12800;99,90778;50,00000;20,00000;0,83850
 35,08300; 1,97333;      -0,12831;99,90842;50,00000;20,00000;0,83851
 35,12800; 1,98000;      -0,12863;99,90701;49,00000;20,00000;0,83851
 35,17200; 1,98667;      -0,12894;99,90545;49,00000;20,00000;0,83852
 35,22700; 1,99333;      -0,12938;99,90376;51,00000;20,00000;0,83853
 35,27400; 2,00000;      -0,12983;99,90295;51,00000;20,00000;0,83854
 35,31500; 2,00667;      -0,13014;99,90258;52,00000;20,00000;0,83855
 35,36500; 2,01333;      -0,13014;99,90218;49,00000;20,00000;0,83856
 35,42200; 2,02000;      -0,13077;99,90325;49,00000;20,00000;0,83857
 35,46400; 2,02667;      -0,13112;99,90337;49,00000;20,00000;0,83858
 35,51200; 2,03333;      -0,13135;99,90256;50,00000;20,00000;0,83859
 35,56300; 2,04000;      -0,13152;99,90378;50,00000;20,00000;0,83860
 35,62200; 2,04667;      -0,13188;99,90403;50,00000;20,00000;0,83861
 35,65700; 2,05333;      -0,13219;99,90420;50,00000;20,00000;0,83862
 35,69400; 2,06000;      -0,13246;99,90323;50,00000;20,00000;0,83862
 35,76000; 2,06667;      -0,13286;99,90266;50,00000;20,00000;0,83864
 35,82400; 2,07333;      -0,13340;99,90259;50,00000;20,00000;0,83865
 35,86400; 2,08000;      -0,13416;99,90560;50,00000;20,00000;0,83866
 35,91700; 2,08667;      -0,13424;99,90682;50,00000;20,00000;0,83867
 35,96500; 2,09333;      -0,13456;99,90863;50,00000;20,00000;0,83868
 36,01500; 2,10000;      -0,13518;99,90843;49,00000;20,00000;0,83868
 36,05900; 2,10667;      -0,13563;99,90666;49,00000;20,00000;0,83869
 36,10600; 2,11333;      -0,13594;99,90527;50,00000;20,00000;0,83870
 36,17700; 2,12000;      -0,13625;99,90521;50,00000;20,00000;0,83872
 36,22500; 2,12667;      -0,13670;99,90456;52,00000;20,00000;0,83872
 36,27600; 2,13333;      -0,13723;99,90445;52,00000;20,00000;0,83873
 36,33000; 2,14000;      -0,13763;99,90394;52,00000;20,00000;0,83874
 36,38400; 2,14667;      -0,13812;99,90400;49,00000;20,00000;0,83876
 36,44000; 2,15333;      -0,13844;99,90411;49,00000;20,00000;0,83877
 36,48800; 2,16000;      -0,13861;99,90376;51,00000;20,00000;0,83878
 36,54300; 2,16667;      -0,13870;99,90391;51,00000;20,00000;0,83879
