#EXPORTTYPE:DATA SINGLE
#FILE:;sta_028.ngb-ss5
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:42
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F5
#PROJECT:Эпсилон-Fe2O3
#DATE/TIME:29.05.2018 14:11
#CORR. FILE:
#TEMPCAL:10 К Al2O3 - тигель N2.ngb-ts5
#SENSITIVITY:10 K Al2О3 - тигель N2.ngb-es5
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:
#SAMPLE:Магнетит - Соосаждение
#SAMPLE MASS /mg:12.673
#MATERIAL:Fe3O4
#REFERENCE:пустой тигель
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:+1
#RANGE:20°C/10,0(K/min)/650°C
#SEGMENT:S1/3
#SEG. 1:20°C/10,0(K/min)/650°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
347.50299;32.90000;       1.81505;0.75159
347.59601;32.91000;       1.81545;0.75153
347.70300;32.92000;       1.81588;0.75145
347.79401;32.93000;       1.81588;0.75138
347.89999;32.94000;       1.81591;0.75130
348.00400;32.95000;       1.81626;0.75123
348.10400;32.96000;       1.81635;0.75115
348.19601;32.97000;       1.81644;0.75108
348.28799;32.98000;       1.81708;0.75102
348.39301;32.99000;       1.81783;0.75094
348.49100;33.00000;       1.81792;0.75087
348.58899;33.01000;       1.81786;0.75080
348.69199;33.02000;       1.81828;0.75072
348.79800;33.03000;       1.81847;0.75064
348.88800;33.04000;       1.81879;0.75058
348.98700;33.05000;       1.81953;0.75050
349.08499;33.06000;       1.81962;0.75043
349.18399;33.07000;       1.81972;0.75036
349.28500;33.08000;       1.81990;0.75028
349.38300;33.09000;       1.82023;0.75021
349.48099;33.10000;       1.82049;0.75014
349.59201;33.11000;       1.82076;0.75006
349.69199;33.12000;       1.82102;0.74999
349.78900;33.13000;       1.82103;0.74992
349.88300;33.14000;       1.82120;0.74985
349.98199;33.15000;       1.82122;0.74977
350.07901;33.16000;       1.82163;0.74970
350.18100;33.17000;       1.82205;0.74963
350.27301;33.18000;       1.82213;0.74956
350.36700;33.19000;       1.82230;0.74949
350.47699;33.20000;       1.82274;0.74941
350.57599;33.21000;       1.82275;0.74934
350.66699;33.22000;       1.82267;0.74927
350.76700;33.23000;       1.82277;0.74920
350.86899;33.24000;       1.82303;0.74913
350.96100;33.25000;       1.82344;0.74906
351.05701;33.26000;       1.82385;0.74899
351.16199;33.27000;       1.82387;0.74891
351.25000;33.28000;       1.82411;0.74885
351.35501;33.29000;       1.82438;0.74877
351.45200;33.30000;       1.82431;0.74870
351.55499;33.31000;       1.82425;0.74863
351.64899;33.32000;       1.82433;0.74856
351.75800;33.33000;       1.82469;0.74848
351.85901;33.34000;       1.82511;0.74841
351.96500;33.35000;       1.82530;0.74833
352.05801;33.36000;       1.82546;0.74826
352.15701;33.37000;       1.82580;0.74819
352.25101;33.38000;       1.82580;0.74812
352.35699;33.39000;       1.82607;0.74804
352.46799;33.40000;       1.82635;0.74796
352.55801;33.41000;       1.82651;0.74790
352.65601;33.42000;       1.82668;0.74783
352.75699;33.43000;       1.82702;0.74775
352.85800;33.44000;       1.82744;0.74768
352.95300;33.45000;       1.82737;0.74761
353.04901;33.46000;       1.82730;0.74754
353.14600;33.47000;       1.82779;0.74747
353.25201;33.48000;       1.82790;0.74740
353.35199;33.49000;       1.82807;0.74732
353.45499;33.50000;       1.82842;0.74725
353.55200;33.51000;       1.82827;0.74718
353.64301;33.52000;       1.82843;0.74711
353.74301;33.53000;       1.82844;0.74704
353.84500;33.54000;       1.82871;0.74697
353.94199;33.55000;       1.82847;0.74690
354.04401;33.56000;       1.82817;0.74682
354.14200;33.57000;       1.82867;0.74675
354.23999;33.58000;       1.82884;0.74668
354.34299;33.59000;       1.82910;0.74661
354.44101;33.60000;       1.82920;0.74654
354.54199;33.61000;       1.82945;0.74646
354.62900;33.62000;       1.82945;0.74640
354.72699;33.63000;       1.82962;0.74633
354.83401;33.64000;       1.82981;0.74625
354.93900;33.65000;       1.82999;0.74618
355.03500;33.66000;       1.83016;0.74611
355.12900;33.67000;       1.83017;0.74604
355.23300;33.68000;       1.83035;0.74597
355.32800;33.69000;       1.83036;0.74590
355.43399;33.70000;       1.83030;0.74582
355.52701;33.71000;       1.83047;0.74575
355.63199;33.72000;       1.83041;0.74568
355.72601;33.73000;       1.83066;0.74561
355.82599;33.74000;       1.83083;0.74554
355.92001;33.75000;       1.83092;0.74547
356.02399;33.76000;       1.83118;0.74540
356.12601;33.77000;       1.83144;0.74532
356.22699;33.78000;       1.83154;0.74525
356.32700;33.79000;       1.83172;0.74518
356.43600;33.80000;       1.83191;0.74510
356.52499;33.81000;       1.83223;0.74504
356.62500;33.82000;       1.83240;0.74497
356.72501;33.83000;       1.83242;0.74489
356.81601;33.84000;       1.83234;0.74483
356.91800;33.85000;       1.83235;0.74476
357.02301;33.86000;       1.83262;0.74468
357.12201;33.87000;       1.83271;0.74461
357.21600;33.88000;       1.83264;0.74454
357.31900;33.89000;       1.83266;0.74447
357.41199;33.90000;       1.83290;0.74440
357.51801;33.91000;       1.83309;0.74433
357.62100;33.92000;       1.83262;0.74425
357.71100;33.93000;       1.83294;0.74419
357.81299;33.94000;       1.83280;0.74412
357.91000;33.95000;       1.83321;0.74405
358.01599;33.96000;       1.83364;0.74397
358.09698;33.97000;       1.83378;0.74391
358.20801;33.98000;       1.83365;0.74384
358.31000;33.99000;       1.83359;0.74376
358.40399;34.00000;       1.83351;0.74370
358.50101;34.01000;       1.83376;0.74363
358.59500;34.02000;       1.83385;0.74356
358.70801;34.03000;       1.83421;0.74348
358.79800;34.04000;       1.83437;0.74341
358.90500;34.05000;       1.83472;0.74334
359.00201;34.06000;       1.83481;0.74327
359.10300;34.07000;       1.83506;0.74320
359.20300;34.08000;       1.83492;0.74313
359.30099;34.09000;       1.83493;0.74306
359.40500;34.10000;       1.83527;0.74298
359.50000;34.11000;       1.83536;0.74292
359.60199;34.12000;       1.83497;0.74284
359.70200;34.13000;       1.83458;0.74277
359.79599;34.14000;       1.83442;0.74271
359.89801;34.15000;       1.83500;0.74263
359.99899;34.16000;       1.83510;0.74256
360.09500;34.17000;       1.83535;0.74249
360.19299;34.18000;       1.83536;0.74242
360.29099;34.19000;       1.83545;0.74235
360.39999;34.20000;       1.83539;0.74228
360.48700;34.21000;       1.83563;0.74222
360.59100;34.22000;       1.83581;0.74214
360.67999;34.23000;       1.83564;0.74208
360.79199;34.24000;       1.83584;0.74200
360.89700;34.25000;       1.83610;0.74193
360.98199;34.26000;       1.83641;0.74187
361.08499;34.27000;       1.83651;0.74179
361.19199;34.28000;       1.83646;0.74172
361.28299;34.29000;       1.83653;0.74165
361.37399;34.30000;       1.83669;0.74159
361.48300;34.31000;       1.83632;0.74151
361.57199;34.32000;       1.83663;0.74145
361.67801;34.33000;       1.83657;0.74137
361.77701;34.34000;       1.83634;0.74130
361.87601;34.35000;       1.83651;0.74123
361.97400;34.36000;       1.83644;0.74116
362.06900;34.37000;       1.83653;0.74110
362.17499;34.38000;       1.83679;0.74102
362.27301;34.39000;       1.83656;0.74095
362.36700;34.40000;       1.83632;0.74089
362.48001;34.41000;       1.83635;0.74081
362.57401;34.42000;       1.83684;0.74074
362.66901;34.43000;       1.83701;0.74068
362.77200;34.44000;       1.83719;0.74060
362.86200;34.45000;       1.83677;0.74054
362.95901;34.46000;       1.83743;0.74047
363.06000;34.47000;       1.83736;0.74040
363.17001;34.48000;       1.83699;0.74032
363.26901;34.49000;       1.83765;0.74025
363.37100;34.50000;       1.83742;0.74018
363.46701;34.51000;       1.83750;0.74011
363.55899;34.52000;       1.83758;0.74005
363.67401;34.53000;       1.83762;0.73997
363.76199;34.54000;       1.83737;0.73991
363.86499;34.55000;       1.83706;0.73984
363.95901;34.56000;       1.83738;0.73977
364.05801;34.57000;       1.83756;0.73970
364.16501;34.58000;       1.83790;0.73963
364.26199;34.59000;       1.83791;0.73956
364.36301;34.60000;       1.83833;0.73949
364.45999;34.61000;       1.83842;0.73942
364.54901;34.62000;       1.83833;0.73936
364.66101;34.63000;       1.83812;0.73928
364.75000;34.64000;       1.83819;0.73922
364.84601;34.65000;       1.83868;0.73915
364.95200;34.66000;       1.83878;0.73908
365.04401;34.67000;       1.83894;0.73901
365.15399;34.68000;       1.83905;0.73893
365.24500;34.69000;       1.83905;0.73887
365.35001;34.70000;       1.83915;0.73880
365.44199;34.71000;       1.83923;0.73873
365.54401;34.72000;       1.83924;0.73866
365.64600;34.73000;       1.83909;0.73859
365.74799;34.74000;       1.83927;0.73852
365.84100;34.75000;       1.83951;0.73845
365.93900;34.76000;       1.83952;0.73839
366.03799;34.77000;       1.83986;0.73832
366.13800;34.78000;       1.84003;0.73825
366.22601;34.79000;       1.84010;0.73819
366.33600;34.80000;       1.84013;0.73811
366.43201;34.81000;       1.84005;0.73804
366.53000;34.82000;       1.84055;0.73798
366.63400;34.83000;       1.84097;0.73790
366.73001;34.84000;       1.84138;0.73784
366.82800;34.85000;       1.84114;0.73777
366.93600;34.86000;       1.84117;0.73769
367.03000;34.87000;       1.84117;0.73763
367.12900;34.88000;       1.84126;0.73756
367.23199;34.89000;       1.84086;0.73749
367.32501;34.90000;       1.84160;0.73742
367.42700;34.91000;       1.84202;0.73735
367.53000;34.92000;       1.84228;0.73728
367.62601;34.93000;       1.84236;0.73721
367.72800;34.94000;       1.84238;0.73714
367.81500;34.95000;       1.84236;0.73708
367.92001;34.96000;       1.84287;0.73701
368.01501;34.97000;       1.84255;0.73695
368.12100;34.98000;       1.84257;0.73687
368.21500;34.99000;       1.84273;0.73681
368.31299;35.00000;       1.84282;0.73674
368.42001;35.01000;       1.84325;0.73667
368.52100;35.02000;       1.84334;0.73660
368.61801;35.03000;       1.84351;0.73653
368.72198;35.04000;       1.84361;0.73646
368.81900;35.05000;       1.84377;0.73639
368.91199;35.06000;       1.84377;0.73633
369.00299;35.07000;       1.84360;0.73626
369.12000;35.08000;       1.84388;0.73618
369.20401;35.09000;       1.84436;0.73612
369.31000;35.10000;       1.84470;0.73605
369.40399;35.11000;       1.84462;0.73599
369.50601;35.12000;       1.84439;0.73592
369.60300;35.13000;       1.84521;0.73585
369.70200;35.14000;       1.84522;0.73578
369.80801;35.15000;       1.84491;0.73571
369.90302;35.16000;       1.84475;0.73564
369.99899;35.17000;       1.84516;0.73558
370.10699;35.18000;       1.84559;0.73550
370.19901;35.19000;       1.84575;0.73544
370.30301;35.20000;       1.84552;0.73537
370.39999;35.21000;       1.84560;0.73530
370.50000;35.22000;       1.84578;0.73523
370.59698;35.23000;       1.84586;0.73517
370.70200;35.24000;       1.84621;0.73509
370.80600;35.25000;       1.84647;0.73502
370.90399;35.26000;       1.84655;0.73495
371.00400;35.27000;       1.84681;0.73489
371.09900;35.28000;       1.84714;0.73482
371.20001;35.29000;       1.84739;0.73475
371.30301;35.30000;       1.84749;0.73468
371.39801;35.31000;       1.84773;0.73462
371.49200;35.32000;       1.84781;0.73455
371.59500;35.33000;       1.84815;0.73448
371.69299;35.34000;       1.84849;0.73441
371.79001;35.35000;       1.84874;0.73435
371.88400;35.36000;       1.84873;0.73428
371.98599;35.37000;       1.84899;0.73421
372.09000;35.38000;       1.84925;0.73414
372.18799;35.39000;       1.84926;0.73408
372.29599;35.40000;       1.84936;0.73400
372.39200;35.41000;       1.84928;0.73394
372.49301;35.42000;       1.84929;0.73387
372.58200;35.43000;       1.84944;0.73381
372.68399;35.44000;       1.84978;0.73374
372.78101;35.45000;       1.84987;0.73367
372.88300;35.46000;       1.85012;0.73360
372.98801;35.47000;       1.85006;0.73353
373.08401;35.48000;       1.84990;0.73346
373.18201;35.49000;       1.85023;0.73340
373.28101;35.50000;       1.85032;0.73333
373.38101;35.51000;       1.85057;0.73326
373.48099;35.52000;       1.85050;0.73319
373.57800;35.53000;       1.85083;0.73313
373.67801;35.54000;       1.85133;0.73306
373.77701;35.55000;       1.85125;0.73299
373.87399;35.56000;       1.85125;0.73293
373.98099;35.57000;       1.85176;0.73285
374.07999;35.58000;       1.85193;0.73279
374.16800;35.59000;       1.85225;0.73273
374.27499;35.60000;       1.85235;0.73265
374.37299;35.61000;       1.85244;0.73259
374.46899;35.62000;       1.85244;0.73252
374.57101;35.63000;       1.85269;0.73245
374.67300;35.64000;       1.85279;0.73238
374.76801;35.65000;       1.85287;0.73232
374.87399;35.66000;       1.85313;0.73225
374.97400;35.67000;       1.85339;0.73218
375.05899;35.68000;       1.85353;0.73212
375.17899;35.69000;       1.85382;0.73204
375.27100;35.70000;       1.85389;0.73198
375.37201;35.71000;       1.85390;0.73191
375.47400;35.72000;       1.85424;0.73184
375.56100;35.73000;       1.85423;0.73178
375.65799;35.74000;       1.85415;0.73172
375.76801;35.75000;       1.85434;0.73164
375.86301;35.76000;       1.85442;0.73158
375.96701;35.77000;       1.85451;0.73151
376.05200;35.78000;       1.85499;0.73145
376.15701;35.79000;       1.85525;0.73138
376.26099;35.80000;       1.85493;0.73131
376.35800;35.81000;       1.85502;0.73124
376.44901;35.82000;       1.85492;0.73118
376.55399;35.83000;       1.85535;0.73111
376.65500;35.84000;       1.85569;0.73104
376.75800;35.85000;       1.85578;0.73098
376.85599;35.86000;       1.85628;0.73091
376.94901;35.87000;       1.85603;0.73085
377.05200;35.88000;       1.85604;0.73078
377.15601;35.89000;       1.85630;0.73071
377.25201;35.90000;       1.85654;0.73064
377.35800;35.91000;       1.85681;0.73057
377.45099;35.92000;       1.85688;0.73051
377.55099;35.93000;       1.85681;0.73044
377.64999;35.94000;       1.85698;0.73038
377.74500;35.95000;       1.85730;0.73031
377.84799;35.96000;       1.85715;0.73024
377.94400;35.97000;       1.85748;0.73018
378.04099;35.98000;       1.85781;0.73011
378.14301;35.99000;       1.85831;0.73004
378.24301;36.00000;       1.85840;0.72998
378.34900;36.01000;       1.85842;0.72991
378.44501;36.02000;       1.85858;0.72984
378.54599;36.03000;       1.85851;0.72977
378.64899;36.04000;       1.85868;0.72971
378.74200;36.05000;       1.85876;0.72964
378.83899;36.06000;       1.85892;0.72958
378.94800;36.07000;       1.85919;0.72951
379.04901;36.08000;       1.85895;0.72944
379.13599;36.09000;       1.85910;0.72938
379.23599;36.10000;       1.85927;0.72931
379.33899;36.11000;       1.85969;0.72924
379.43600;36.12000;       1.85994;0.72918
379.53699;36.13000;       1.86011;0.72911
379.63901;36.14000;       1.86012;0.72904
379.73401;36.15000;       1.86028;0.72898
379.84000;36.16000;       1.86055;0.72891
379.93900;36.17000;       1.86063;0.72884
380.02600;36.18000;       1.86078;0.72878
380.13400;36.19000;       1.86105;0.72871
380.23300;36.20000;       1.86138;0.72865
380.32599;36.21000;       1.86171;0.72858
380.42801;36.22000;       1.86188;0.72852
380.53601;36.23000;       1.86215;0.72845
380.62500;36.24000;       1.86213;0.72839
380.71799;36.25000;       1.86254;0.72832
380.82800;36.26000;       1.86273;0.72825
380.92300;36.27000;       1.86305;0.72819
381.01001;36.28000;       1.86304;0.72813
381.12399;36.29000;       1.86323;0.72805
381.22101;36.30000;       1.86356;0.72799
381.31100;36.31000;       1.86355;0.72793
381.42700;36.32000;       1.86341;0.72785
381.52399;36.33000;       1.86407;0.72779
381.61301;36.34000;       1.86439;0.72773
381.72800;36.35000;       1.86450;0.72765
381.81299;36.36000;       1.86481;0.72760
381.91699;36.37000;       1.86499;0.72753
382.02200;36.38000;       1.86484;0.72746
382.11099;36.39000;       1.86474;0.72740
382.21899;36.40000;       1.86526;0.72733
382.30499;36.41000;       1.86565;0.72727
382.39999;36.42000;       1.86589;0.72721
382.50601;36.43000;       1.86566;0.72714
382.60800;36.44000;       1.86567;0.72707
382.70599;36.45000;       1.86592;0.72701
382.79800;36.46000;       1.86649;0.72694
382.90601;36.47000;       1.86684;0.72687
382.99899;36.48000;       1.86683;0.72681
383.09299;36.49000;       1.86682;0.72675
383.20001;36.50000;       1.86709;0.72668
383.30099;36.51000;       1.86718;0.72661
383.39001;36.52000;       1.86733;0.72655
383.50299;36.53000;       1.86777;0.72648
383.60199;36.54000;       1.86769;0.72641
383.69199;36.55000;       1.86809;0.72635
383.79800;36.56000;       1.86843;0.72628
383.89700;36.57000;       1.86877;0.72622
383.99500;36.58000;       1.86868;0.72615
384.10599;36.59000;       1.86879;0.72608
384.20499;36.60000;       1.86879;0.72602
384.29700;36.61000;       1.86903;0.72596
384.38501;36.62000;       1.86934;0.72590
384.48999;36.63000;       1.86927;0.72583
384.59698;36.64000;       1.86946;0.72576
384.68900;36.65000;       1.87003;0.72570
384.79401;36.66000;       1.87029;0.72563
384.89301;36.67000;       1.87054;0.72556
384.99799;36.68000;       1.87080;0.72549
385.09500;36.69000;       1.87071;0.72543
385.19199;36.70000;       1.87088;0.72537
385.29401;36.71000;       1.87097;0.72530
385.39099;36.72000;       1.87146;0.72524
385.47800;36.73000;       1.87178;0.72518
385.59201;36.74000;       1.87180;0.72510
385.69000;36.75000;       1.87214;0.72504
385.77802;36.76000;       1.87220;0.72498
385.88501;36.77000;       1.87205;0.72491
385.98901;36.78000;       1.87223;0.72484
386.08099;36.79000;       1.87288;0.72478
386.18799;36.80000;       1.87323;0.72471
386.27600;36.81000;       1.87362;0.72466
386.37601;36.82000;       1.87421;0.72459
386.49200;36.83000;       1.87416;0.72452
386.58600;36.84000;       1.87423;0.72445
386.67700;36.85000;       1.87455;0.72439
386.78201;36.86000;       1.87481;0.72433
386.87900;36.87000;       1.87506;0.72426
386.98001;36.88000;       1.87531;0.72420
387.07800;36.89000;       1.87523;0.72413
387.17300;36.90000;       1.87547;0.72407
387.27600;36.91000;       1.87556;0.72400
387.37500;36.92000;       1.87581;0.72394
387.48499;36.93000;       1.87575;0.72387
387.57101;36.94000;       1.87598;0.72381
387.67499;36.95000;       1.87616;0.72374
387.77100;36.96000;       1.87648;0.72368
387.87299;36.97000;       1.87674;0.72361
387.96799;36.98000;       1.87723;0.72355
388.06799;36.99000;       1.87790;0.72349
388.17599;37.00000;       1.87775;0.72342
388.27499;37.01000;       1.87783;0.72335
388.36499;37.02000;       1.87782;0.72329
388.47601;37.03000;       1.87801;0.72322
388.57599;37.04000;       1.87851;0.72316
388.66000;37.05000;       1.87873;0.72310
388.75699;37.06000;       1.87881;0.72304
388.86099;37.07000;       1.87899;0.72297
388.96500;37.08000;       1.87916;0.72291
389.05499;37.09000;       1.87923;0.72285
389.15701;37.10000;       1.87974;0.72278
389.25101;37.11000;       1.87990;0.72272
389.36301;37.12000;       1.88008;0.72265
389.45999;37.13000;       1.88025;0.72258
389.54800;37.14000;       1.88015;0.72253
389.66101;37.15000;       1.88034;0.72245
389.75900;37.16000;       1.88050;0.72239
389.85501;37.17000;       1.88058;0.72233
389.95300;37.18000;       1.88141;0.72227
390.04901;37.19000;       1.88174;0.72220
390.15399;37.20000;       1.88183;0.72214
390.25500;37.21000;       1.88209;0.72207
390.34900;37.22000;       1.88241;0.72201
390.45001;37.23000;       1.88292;0.72194
390.55701;37.24000;       1.88335;0.72188
390.64801;37.25000;       1.88375;0.72182
390.74399;37.26000;       1.88400;0.72175
390.84201;37.27000;       1.88416;0.72169
390.93799;37.28000;       1.88424;0.72163
391.04501;37.29000;       1.88442;0.72156
391.14700;37.30000;       1.88476;0.72149
391.24399;37.31000;       1.88492;0.72143
391.34799;37.32000;       1.88501;0.72137
391.43900;37.33000;       1.88533;0.72131
391.53799;37.34000;       1.88516;0.72124
391.64200;37.35000;       1.88567;0.72118
391.73901;37.36000;       1.88575;0.72111
391.83401;37.37000;       1.88591;0.72105
391.93701;37.38000;       1.88625;0.72099
392.03799;37.39000;       1.88651;0.72092
392.13000;37.40000;       1.88674;0.72086
392.23099;37.41000;       1.88675;0.72080
392.33499;37.42000;       1.88709;0.72073
392.44199;37.43000;       1.88760;0.72066
392.52802;37.44000;       1.88783;0.72061
392.62701;37.45000;       1.88833;0.72054
392.73001;37.46000;       1.88884;0.72048
392.82999;37.47000;       1.88909;0.72041
392.92401;37.48000;       1.88942;0.72035
393.02100;37.49000;       1.88958;0.72029
393.13400;37.50000;       1.88994;0.72022
393.23599;37.51000;       1.89044;0.72015
393.32901;37.52000;       1.89051;0.72009
393.42499;37.53000;       1.89093;0.72003
393.53699;37.54000;       1.89095;0.71996
393.62701;37.55000;       1.89085;0.71990
393.72101;37.56000;       1.89117;0.71984
393.81100;37.57000;       1.89124;0.71979
393.91299;37.58000;       1.89200;0.71972
394.01300;37.59000;       1.89191;0.71966
394.12500;37.60000;       1.89227;0.71958
394.20700;37.61000;       1.89291;0.71953
394.32401;37.62000;       1.89319;0.71946
394.42200;37.63000;       1.89310;0.71940
394.52301;37.64000;       1.89310;0.71933
394.61099;37.65000;       1.89342;0.71927
394.72000;37.66000;       1.89385;0.71921
394.80899;37.67000;       1.89417;0.71915
394.91199;37.68000;       1.89468;0.71908
395.01901;37.69000;       1.89511;0.71902
395.11801;37.70000;       1.89536;0.71895
395.21500;37.71000;       1.89586;0.71889
395.31299;37.72000;       1.89594;0.71883
395.40701;37.73000;       1.89609;0.71877
395.51501;37.74000;       1.89644;0.71870
395.61200;37.75000;       1.89669;0.71864
395.70901;37.76000;       1.89727;0.71858
395.80399;37.77000;       1.89735;0.71852
395.90500;37.78000;       1.89735;0.71845
396.00699;37.79000;       1.89760;0.71839
396.10800;37.80000;       1.89878;0.71832
396.20401;37.81000;       1.89886;0.71826
396.29800;37.82000;       1.89893;0.71820
396.40100;37.83000;       1.89927;0.71814
396.49899;37.84000;       1.89969;0.71807
396.60300;37.85000;       1.89994;0.71801
396.70300;37.86000;       1.90020;0.71795
396.80301;37.87000;       1.90036;0.71788
396.89899;37.88000;       1.90052;0.71782
396.99799;37.89000;       1.90119;0.71776
397.10999;37.90000;       1.90172;0.71769
397.19400;37.91000;       1.90202;0.71764
397.29999;37.92000;       1.90195;0.71757
397.39801;37.93000;       1.90220;0.71751
397.49200;37.94000;       1.90227;0.71745
397.58499;37.95000;       1.90268;0.71739
397.69199;37.96000;       1.90286;0.71732
397.79199;37.97000;       1.90311;0.71726
397.89099;37.98000;       1.90328;0.71719
397.98901;37.99000;       1.90369;0.71713
398.08701;38.00000;       1.90428;0.71707
398.19601;38.01000;       1.90471;0.71700
398.28000;38.02000;       1.90502;0.71695
398.38400;38.03000;       1.90561;0.71688
398.48099;38.04000;       1.90569;0.71682
398.58600;38.05000;       1.90595;0.71676
398.70001;38.06000;       1.90631;0.71668
398.78900;38.07000;       1.90688;0.71663
398.89099;38.08000;       1.90722;0.71656
398.99100;38.09000;       1.90747;0.71650
399.09201;38.10000;       1.90764;0.71644
399.18100;38.11000;       1.90804;0.71638
399.29099;38.12000;       1.90822;0.71631
399.38800;38.13000;       1.90830;0.71625
399.48300;38.14000;       1.90854;0.71619
399.58200;38.15000;       1.90888;0.71613
399.68201;38.16000;       1.90930;0.71607
399.77399;38.17000;       1.90979;0.71601
399.87500;38.18000;       1.90996;0.71595
399.97699;38.19000;       1.91030;0.71588
400.08701;38.20000;       1.91031;0.71581
400.17499;38.21000;       1.91080;0.71576
400.27200;38.22000;       1.91104;0.71570
400.36600;38.23000;       1.91120;0.71564
400.47501;38.24000;       1.91197;0.71557
400.57199;38.25000;       1.91222;0.71551
400.67300;38.26000;       1.91247;0.71545
400.77100;38.27000;       1.91255;0.71539
400.87201;38.28000;       1.91314;0.71532
400.97699;38.29000;       1.91340;0.71526
401.08099;38.30000;       1.91374;0.71519
401.16599;38.31000;       1.91430;0.71514
401.26901;38.32000;       1.91448;0.71507
401.38101;38.33000;       1.91458;0.71500
401.46100;38.34000;       1.91480;0.71495
401.57001;38.35000;       1.91523;0.71489
401.66599;38.36000;       1.91632;0.71483
401.76401;38.37000;       1.91648;0.71477
401.86801;38.38000;       1.91682;0.71470
401.96799;38.39000;       1.91691;0.71464
402.06299;38.40000;       1.91707;0.71458
402.16199;38.41000;       1.91740;0.71452
402.25800;38.42000;       1.91756;0.71446
402.35699;38.43000;       1.91781;0.71440
402.46100;38.44000;       1.91849;0.71433
402.55899;38.45000;       1.91933;0.71427
402.66501;38.46000;       1.91934;0.71420
402.75800;38.47000;       1.91966;0.71415
402.86200;38.48000;       1.92017;0.71408
402.95801;38.49000;       1.92050;0.71402
403.06299;38.50000;       1.92076;0.71396
403.14899;38.51000;       1.92099;0.71390
403.25400;38.52000;       1.92125;0.71384
403.34900;38.53000;       1.92149;0.71378
403.45300;38.54000;       1.92200;0.71372
403.55701;38.55000;       1.92234;0.71365
403.65100;38.56000;       1.92275;0.71359
403.75000;38.57000;       1.92317;0.71353
403.84799;38.58000;       1.92376;0.71347
403.95401;38.59000;       1.92419;0.71340
404.04999;38.60000;       1.92469;0.71335
404.15399;38.61000;       1.92528;0.71328
404.24899;38.62000;       1.92527;0.71322
404.33801;38.63000;       1.92567;0.71317
404.43701;38.64000;       1.92575;0.71311
404.54901;38.65000;       1.92603;0.71304
404.63199;38.66000;       1.92642;0.71299
404.74301;38.67000;       1.92677;0.71292
404.84201;38.68000;       1.92694;0.71286
404.93399;38.69000;       1.92734;0.71280
405.03699;38.70000;       1.92794;0.71274
405.13699;38.71000;       1.92853;0.71267
405.23801;38.72000;       1.92878;0.71261
405.33499;38.73000;       1.92894;0.71255
405.44400;38.74000;       1.92946;0.71248
405.53101;38.75000;       1.92986;0.71243
405.63501;38.76000;       1.93020;0.71237
405.73599;38.77000;       1.93054;0.71230
405.83200;38.78000;       1.93129;0.71225
405.93600;38.79000;       1.93206;0.71218
406.04199;38.80000;       1.93232;0.71212
406.13501;38.81000;       1.93248;0.71206
406.23801;38.82000;       1.93273;0.71200
406.33499;38.83000;       1.93289;0.71194
406.43301;38.84000;       1.93289;0.71188
406.52802;38.85000;       1.93364;0.71182
406.63000;38.86000;       1.93398;0.71175
406.73401;38.87000;       1.93441;0.71169
406.83801;38.88000;       1.93492;0.71163
406.93600;38.89000;       1.93517;0.71157
407.03299;38.90000;       1.93524;0.71151
407.12799;38.91000;       1.93532;0.71145
407.24200;38.92000;       1.93635;0.71138
407.33899;38.93000;       1.93702;0.71132
407.43201;38.94000;       1.93735;0.71126
407.53900;38.95000;       1.93761;0.71120
407.62601;38.96000;       1.93776;0.71114
407.72900;38.97000;       1.93793;0.71108
407.83200;38.98000;       1.93810;0.71102
407.92599;38.99000;       1.93843;0.71096
408.02301;39.00000;       1.93910;0.71090
408.12601;39.01000;       1.93910;0.71084
408.21899;39.02000;       1.94010;0.71078
408.32001;39.03000;       1.94069;0.71072
408.42401;39.04000;       1.94095;0.71066
408.52301;39.05000;       1.94120;0.71060
408.61801;39.06000;       1.94161;0.71054
408.71799;39.07000;       1.94246;0.71048
408.81400;39.08000;       1.94236;0.71042
408.91901;39.09000;       1.94271;0.71035
409.01700;39.10000;       1.94329;0.71029
409.11700;39.11000;       1.94397;0.71023
409.20599;39.12000;       1.94429;0.71018
409.31201;39.13000;       1.94497;0.71011
409.41199;39.14000;       1.94539;0.71005
409.50900;39.15000;       1.94539;0.70999
409.61099;39.16000;       1.94547;0.70993
409.70901;39.17000;       1.94581;0.70987
409.81201;39.18000;       1.94640;0.70981
409.91699;39.19000;       1.94675;0.70975
410.00800;39.20000;       1.94690;0.70969
410.11200;39.21000;       1.94716;0.70963
410.20801;39.22000;       1.94766;0.70957
410.31100;39.23000;       1.94800;0.70951
410.41101;39.24000;       1.94850;0.70945
410.51300;39.25000;       1.94901;0.70938
410.61401;39.26000;       1.94944;0.70932
