#EXPORTTYPE:DATA SINGLE
#FILE:;sta_028.ngb-ss5
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:42
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F5
#PROJECT:Эпсилон-Fe2O3
#DATE/TIME:29.05.2018 14:11
#CORR. FILE:
#TEMPCAL:10 К Al2O3 - тигель N2.ngb-ts5
#SENSITIVITY:10 K Al2О3 - тигель N2.ngb-es5
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:
#SAMPLE:Магнетит - Соосаждение
#SAMPLE MASS /mg:12.673
#MATERIAL:Fe3O4
#REFERENCE:пустой тигель
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:+1
#RANGE:20°C/10,0(K/min)/650°C
#SEGMENT:S1/3
#SEG. 1:20°C/10,0(K/min)/650°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 25.14500; 0.00000;-1.834429e-002;1.07971
 25.14900; 0.01000;-1.851163e-002;1.07970
 25.13500; 0.02000;-1.867864e-002;1.07972
 25.13600; 0.03000;-1.862290e-002;1.07972
 25.13600; 0.04000;-1.856714e-002;1.07972
 25.13500; 0.05000;-1.851137e-002;1.07972
 25.13600; 0.06000;-1.851139e-002;1.07972
 25.13800; 0.07000;-1.851143e-002;1.07971
 25.13500; 0.08000;-1.867864e-002;1.07972
 25.15000; 0.09000;-1.873468e-002;1.07970
 25.13200; 0.10000;-1.867858e-002;1.07972
 25.14100; 0.11000;-1.862300e-002;1.07971
 25.14300; 0.12000;-1.851152e-002;1.07971
 25.13700; 0.13000;-1.828838e-002;1.07972
 25.13700; 0.14000;-1.817686e-002;1.07972
 25.13700; 0.15000;-1.834414e-002;1.07972
 25.15500; 0.16000;-1.840023e-002;1.07970
 25.14000; 0.17000;-1.845571e-002;1.07971
 25.13700; 0.18000;-1.839989e-002;1.07972
 25.14700; 0.19000;-1.845584e-002;1.07970
 25.15200; 0.20000;-1.856745e-002;1.07970
 25.14500; 0.21000;-1.862307e-002;1.07971
 25.14500; 0.22000;-1.867883e-002;1.07971
 25.14500; 0.23000;-1.845580e-002;1.07971
 25.14600; 0.24000;-1.840006e-002;1.07971
 25.16300; 0.25000;-1.851190e-002;1.07969
 25.15000; 0.26000;-1.851165e-002;1.07970
 25.15900; 0.27000;-1.867910e-002;1.07969
 25.14800; 0.28000;-1.879040e-002;1.07970
 25.14200; 0.29000;-1.867877e-002;1.07971
 25.14100; 0.30000;-1.856724e-002;1.07971
 25.13700; 0.31000;-1.839989e-002;1.07972
 25.15600; 0.32000;-1.851176e-002;1.07969
 25.15100; 0.33000;-1.862319e-002;1.07970
 25.15900; 0.34000;-1.856758e-002;1.07969
 25.16200; 0.35000;-1.845612e-002;1.07969
 25.15700; 0.36000;-1.840027e-002;1.07969
 25.14600; 0.37000;-1.845582e-002;1.07971
 25.16600; 0.38000;-1.834468e-002;1.07968
 25.16000; 0.39000;-1.828881e-002;1.07969
 25.16000; 0.40000;-1.828881e-002;1.07969
 25.16600; 0.41000;-1.840044e-002;1.07968
 25.15900; 0.42000;-1.834455e-002;1.07969
 25.16800; 0.43000;-1.845623e-002;1.07968
 25.17100; 0.44000;-1.851205e-002;1.07968
 25.16500; 0.45000;-1.823314e-002;1.07968
 25.17400; 0.46000;-1.840059e-002;1.07968
 25.17100; 0.47000;-1.823325e-002;1.07968
 25.17000; 0.48000;-1.845627e-002;1.07968
 25.16500; 0.49000;-1.867921e-002;1.07968
 25.17400; 0.50000;-1.873514e-002;1.07968
 25.16000; 0.51000;-1.873488e-002;1.07969
 25.19100; 0.52000;-1.856819e-002;1.07966
 25.17700; 0.53000;-1.840064e-002;1.07967
 25.17000; 0.54000;-1.867931e-002;1.07968
 25.16500; 0.55000;-1.873497e-002;1.07968
 25.17900; 0.56000;-1.879100e-002;1.07967
 25.18600; 0.57000;-1.867961e-002;1.07966
 25.18200; 0.58000;-1.862378e-002;1.07967
 25.19400; 0.59000;-1.884705e-002;1.07965
 25.19300; 0.60000;-1.901431e-002;1.07965
 25.19900; 0.61000;-1.907018e-002;1.07965
 25.20500; 0.62000;-1.907030e-002;1.07964
 25.20400; 0.63000;-1.907028e-002;1.07964
 25.21300; 0.64000;-1.884741e-002;1.07963
 25.21400; 0.65000;-1.895895e-002;1.07963
 25.22200; 0.66000;-1.929368e-002;1.07962
 25.20400; 0.67000;-1.934909e-002;1.07964
 25.20100; 0.68000;-1.940479e-002;1.07965
 25.21600; 0.69000;-1.940509e-002;1.07963
 25.21900; 0.70000;-1.990700e-002;1.07963
 25.21100; 0.71000;-1.973956e-002;1.07963
 25.22500; 0.72000;-1.962831e-002;1.07962
 25.21900; 0.73000;-1.968395e-002;1.07963
 25.23400; 0.74000;-1.979578e-002;1.07961
 25.23400; 0.75000;-1.990731e-002;1.07961
 25.23300; 0.76000;-1.996305e-002;1.07961
 25.25000; 0.77000;-1.996340e-002;1.07959
 25.27300; 0.78000;-2.013116e-002;1.07957
 25.27600; 0.79000;-2.035428e-002;1.07956
 25.27600; 0.80000;-2.041005e-002;1.07956
 25.27900; 0.81000;-2.046587e-002;1.07956
 25.27300; 0.82000;-2.074457e-002;1.07957
 25.29200; 0.83000;-2.102381e-002;1.07955
 25.29600; 0.84000;-2.102389e-002;1.07954
 25.30000; 0.85000;-2.102398e-002;1.07954
 25.30000; 0.86000;-2.080091e-002;1.07954
 25.29700; 0.87000;-2.085661e-002;1.07954
 25.30900; 0.88000;-2.102417e-002;1.07953
 25.32300; 0.89000;-2.135908e-002;1.07951
 25.32500; 0.90000;-2.152642e-002;1.07951
 25.32500; 0.91000;-2.147065e-002;1.07951
 25.33400; 0.92000;-2.186123e-002;1.07950
 25.34000; 0.93000;-2.214021e-002;1.07949
 25.33900; 0.94000;-2.230749e-002;1.07949
 25.36400; 0.95000;-2.230806e-002;1.07947
 25.35400; 0.96000;-2.230783e-002;1.07948
 25.36300; 0.97000;-2.247535e-002;1.07947
 25.38000; 0.98000;-2.269882e-002;1.07945
 25.38100; 0.99000;-2.269885e-002;1.07945
 25.38400; 1.00000;-2.269891e-002;1.07944
 25.39400; 1.01000;-2.281069e-002;1.07943
 25.40200; 1.02000;-2.297819e-002;1.07942
 25.41300; 1.03000;-2.325732e-002;1.07941
 25.41600; 1.04000;-2.348048e-002;1.07941
 25.42800; 1.05000;-2.359231e-002;1.07940
 25.42800; 1.06000;-2.375964e-002;1.07940
 25.44500; 1.07000;-2.398315e-002;1.07938
 25.44200; 1.08000;-2.403885e-002;1.07938
 25.46100; 1.09000;-2.415086e-002;1.07936
 25.47600; 1.10000;-2.437434e-002;1.07934
 25.48100; 1.11000;-2.437446e-002;1.07934
 25.47600; 1.12000;-2.493211e-002;1.07934
 25.49300; 1.13000;-2.582498e-002;1.07932
 25.49300; 1.14000;-2.554609e-002;1.07932
 25.50300; 1.15000;-2.543480e-002;1.07931
 25.52500; 1.16000;-2.543537e-002;1.07929
 25.53800; 1.17000;-2.560304e-002;1.07927
 25.52900; 1.18000;-2.582593e-002;1.07928
 25.54900; 1.19000;-2.599380e-002;1.07926
 25.57400; 1.20000;-2.616181e-002;1.07923
 25.57700; 1.21000;-2.627345e-002;1.07923
 25.57800; 1.22000;-2.644082e-002;1.07923
 25.57500; 1.23000;-2.666387e-002;1.07923
 25.60100; 1.24000;-2.688771e-002;1.07921
 25.59700; 1.25000;-2.716652e-002;1.07921
 25.61500; 1.26000;-2.744594e-002;1.07919
 25.63200; 1.27000;-2.778113e-002;1.07917
 25.62300; 1.28000;-2.828294e-002;1.07918
 25.64400; 1.29000;-2.828355e-002;1.07916
 25.65500; 1.30000;-2.828386e-002;1.07915
 25.67100; 1.31000;-2.828432e-002;1.07913
 25.68800; 1.32000;-2.834060e-002;1.07911
 25.69400; 1.33000;-2.834077e-002;1.07910
 25.70500; 1.34000;-2.839689e-002;1.07909
 25.72200; 1.35000;-2.929002e-002;1.07907
 25.73800; 1.36000;-2.945788e-002;1.07905
 25.73700; 1.37000;-2.940206e-002;1.07906
 25.74600; 1.38000;-2.973708e-002;1.07905
 25.75800; 1.39000;-2.979324e-002;1.07903
 25.79500; 1.40000;-3.018492e-002;1.07899
 25.80800; 1.41000;-3.057589e-002;1.07898
 25.80100; 1.42000;-3.085465e-002;1.07898
 25.82200; 1.43000;-3.119009e-002;1.07896
 25.83000; 1.44000;-3.141353e-002;1.07895
 25.86000; 1.45000;-3.141449e-002;1.07892
 25.86200; 1.46000;-3.163775e-002;1.07892
 25.88000; 1.47000;-3.197313e-002;1.07890
 25.88800; 1.48000;-3.236399e-002;1.07889
 25.88700; 1.49000;-3.258715e-002;1.07889
 25.91200; 1.50000;-3.281119e-002;1.07886
 25.94500; 1.51000;-3.292390e-002;1.07883
 25.96300; 1.52000;-3.325934e-002;1.07881
 25.98100; 1.53000;-3.370639e-002;1.07879
 25.99100; 1.54000;-3.409738e-002;1.07878
 26.00000; 1.55000;-3.443253e-002;1.07877
 26.03200; 1.56000;-3.454526e-002;1.07873
 26.03800; 1.57000;-3.448967e-002;1.07872
 26.07200; 1.58000;-3.454668e-002;1.07869
 26.06700; 1.59000;-3.471393e-002;1.07869
 26.10000; 1.60000;-3.488254e-002;1.07866
 26.10700; 1.61000;-3.544091e-002;1.07865
 26.13100; 1.62000;-3.566503e-002;1.07862
 26.15400; 1.63000;-3.600076e-002;1.07860
 26.16300; 1.64000;-3.611273e-002;1.07859
 26.19700; 1.65000;-3.661634e-002;1.07855
 26.20100; 1.66000;-3.678394e-002;1.07854
 26.21500; 1.67000;-3.672865e-002;1.07853
 26.24100; 1.68000;-3.706455e-002;1.07850
 26.26900; 1.69000;-3.779129e-002;1.07847
 26.27800; 1.70000;-3.807075e-002;1.07846
 26.29600; 1.71000;-3.818310e-002;1.07844
 26.31700; 1.72000;-3.823974e-002;1.07842
 26.33900; 1.73000;-3.840808e-002;1.07839
 26.36200; 1.74000;-3.879977e-002;1.07837
 26.38500; 1.75000;-3.896816e-002;1.07834
 26.42000; 1.76000;-3.941620e-002;1.07830
 26.41400; 1.77000;-3.975094e-002;1.07831
 26.45100; 1.78000;-4.003160e-002;1.07827
 26.46100; 1.79000;-4.036701e-002;1.07826
 26.49100; 1.80000;-4.053575e-002;1.07822
 26.51200; 1.81000;-4.092747e-002;1.07820
 26.54800; 1.82000;-4.109649e-002;1.07816
 26.56800; 1.83000;-4.132069e-002;1.07814
 26.59200; 1.84000;-4.137754e-002;1.07811
 26.61200; 1.85000;-4.165759e-002;1.07809
 26.63600; 1.86000;-4.193782e-002;1.07806
 26.65100; 1.87000;-4.232937e-002;1.07805
 26.67700; 1.88000;-4.249804e-002;1.07802
 26.70000; 1.89000;-4.283411e-002;1.07799
 26.73000; 1.90000;-4.328221e-002;1.07796
 26.75000; 1.91000;-4.350649e-002;1.07794
 26.77100; 1.92000;-4.395423e-002;1.07792
 26.79400; 1.93000;-4.401112e-002;1.07789
 26.82900; 1.94000;-4.412440e-002;1.07785
 26.85200; 1.95000;-4.457227e-002;1.07783
 26.87700; 1.96000;-4.479684e-002;1.07780
 26.90200; 1.97000;-4.479799e-002;1.07777
 26.93000; 1.98000;-4.507857e-002;1.07774
 26.95800; 1.99000;-4.535916e-002;1.07771
 26.96700; 2.00000;-4.541544e-002;1.07770
 27.01100; 2.01000;-4.614372e-002;1.07765
 27.04000; 2.02000;-4.636856e-002;1.07762
 27.06700; 2.03000;-4.625810e-002;1.07759
 27.09200; 2.04000;-4.642689e-002;1.07756
 27.10800; 2.05000;-4.670700e-002;1.07754
 27.14900; 2.06000;-4.698832e-002;1.07750
 27.17000; 2.07000;-4.710108e-002;1.07748
 27.19700; 2.08000;-4.754938e-002;1.07745
 27.22600; 2.09000;-4.783017e-002;1.07741
 27.23700; 2.10000;-4.822185e-002;1.07740
 27.27600; 2.11000;-4.855905e-002;1.07736
 27.31700; 2.12000;-4.867285e-002;1.07731
 27.34600; 2.13000;-4.900960e-002;1.07728
 27.37600; 2.14000;-4.945818e-002;1.07725
 27.40900; 2.15000;-4.962752e-002;1.07721
 27.43800; 2.16000;-4.990843e-002;1.07718
 27.47200; 2.17000;-5.030141e-002;1.07714
 27.51100; 2.18000;-5.069467e-002;1.07710
 27.53800; 2.19000;-5.091965e-002;1.07707
 27.56700; 2.20000;-5.120064e-002;1.07704
 27.60100; 2.21000;-5.142601e-002;1.07700
 27.63000; 2.22000;-5.193064e-002;1.07697
 27.65900; 2.23000;-5.193218e-002;1.07694
 27.69300; 2.24000;-5.221351e-002;1.07690
 27.71700; 2.25000;-5.243841e-002;1.07687
 27.76300; 2.26000;-5.255270e-002;1.07682
 27.79200; 2.27000;-5.266608e-002;1.07679
 27.82400; 2.28000;-5.322692e-002;1.07675
 27.86800; 2.29000;-5.345297e-002;1.07671
 27.90600; 2.30000;-5.356688e-002;1.07666
 27.93600; 2.31000;-5.362445e-002;1.07663
 27.97100; 2.32000;-5.379413e-002;1.07659
 28.00300; 2.33000;-5.390774e-002;1.07656
 28.03200; 2.34000;-5.441264e-002;1.07652
 28.08100; 2.35000;-5.475093e-002;1.07647
 28.10700; 2.36000;-5.508795e-002;1.07644
 28.14500; 2.37000;-5.548160e-002;1.07640
 28.18600; 2.38000;-5.598732e-002;1.07635
 28.22000; 2.39000;-5.621301e-002;1.07632
 28.27300; 2.40000;-5.610419e-002;1.07626
 28.30200; 2.41000;-5.627367e-002;1.07623
 28.34400; 2.42000;-5.655580e-002;1.07618
 28.38300; 2.43000;-5.689373e-002;1.07614
 28.41200; 2.44000;-5.734297e-002;1.07610
 28.45700; 2.45000;-5.762536e-002;1.07605
 28.51000; 2.46000;-5.785230e-002;1.07600
 28.54000; 2.47000;-5.802193e-002;1.07596
 28.57400; 2.48000;-5.835968e-002;1.07593
 28.61100; 2.49000;-5.830594e-002;1.07588
 28.64400; 2.50000;-5.847579e-002;1.07585
 28.69400; 2.51000;-5.847880e-002;1.07579
 28.74100; 2.52000;-5.887336e-002;1.07574
 28.77000; 2.53000;-5.926687e-002;1.07571
 28.82400; 2.54000;-5.960597e-002;1.07565
 28.86400; 2.55000;-6.000021e-002;1.07560
 28.90400; 2.56000;-6.000268e-002;1.07556
 28.94400; 2.57000;-6.017307e-002;1.07552
 28.98400; 2.58000;-6.039945e-002;1.07547
 29.00900; 2.59000;-6.073688e-002;1.07544
 29.06500; 2.60000;-6.118823e-002;1.07538
 29.11300; 2.61000;-6.107928e-002;1.07533
 29.15100; 2.62000;-6.124963e-002;1.07529
 29.19600; 2.63000;-6.136444e-002;1.07524
 29.26000; 2.64000;-6.148047e-002;1.07517
 29.29500; 2.65000;-6.181865e-002;1.07513
 29.33700; 2.66000;-6.198931e-002;1.07508
 29.39000; 2.67000;-6.238470e-002;1.07502
 29.43200; 2.68000;-6.272341e-002;1.07498
 29.48000; 2.69000;-6.267051e-002;1.07492
 29.52100; 2.70000;-6.272916e-002;1.07488
 29.56900; 2.71000;-6.329236e-002;1.07483
 29.61200; 2.72000;-6.335118e-002;1.07478
 29.67600; 2.73000;-6.380349e-002;1.07471
 29.72700; 2.74000;-6.425501e-002;1.07465
 29.76400; 2.75000;-6.453757e-002;1.07461
 29.82100; 2.76000;-6.482148e-002;1.07455
 29.86000; 2.77000;-6.516025e-002;1.07450
 29.90400; 2.78000;-6.516321e-002;1.07445
 29.95700; 2.79000;-6.527883e-002;1.07440
 29.99800; 2.80000;-6.533763e-002;1.07435
 30.04900; 2.81000;-6.550917e-002;1.07429
 30.09800; 2.82000;-6.584873e-002;1.07424
 30.17000; 2.83000;-6.613385e-002;1.07416
 30.19800; 2.84000;-6.635994e-002;1.07413
 30.25500; 2.85000;-6.709249e-002;1.07407
 30.30700; 2.86000;-6.709609e-002;1.07401
 30.36100; 2.87000;-6.721194e-002;1.07395
 30.41700; 2.88000;-6.727188e-002;1.07389
 30.47400; 2.89000;-6.755616e-002;1.07382
 30.52000; 2.90000;-6.778362e-002;1.07377
 30.57700; 2.91000;-6.789975e-002;1.07371
 30.62700; 2.92000;-6.823968e-002;1.07365
 30.69100; 2.93000;-6.852457e-002;1.07358
 30.73600; 2.94000;-6.869598e-002;1.07353
 30.76700; 2.95000;-6.875426e-002;1.07350
 30.83600; 2.96000;-6.881524e-002;1.07342
 30.90200; 2.97000;-6.898819e-002;1.07335
 30.94800; 2.98000;-6.938410e-002;1.07330
 30.99600; 2.99000;-6.961192e-002;1.07325
 31.05900; 3.00000;-6.978473e-002;1.07318
 31.13400; 3.01000;-6.995845e-002;1.07309
 31.18400; 3.02000;-6.996206e-002;1.07304
 31.23100; 3.03000;-7.030210e-002;1.07298
 31.29900; 3.04000;-7.058759e-002;1.07291
 31.34900; 3.05000;-7.070347e-002;1.07285
 31.41600; 3.06000;-7.087672e-002;1.07278
 31.46900; 3.07000;-7.138569e-002;1.07272
 31.53700; 3.08000;-7.161520e-002;1.07265
 31.59200; 3.09000;-7.173153e-002;1.07258
 31.65800; 3.10000;-7.179256e-002;1.07251
 31.70900; 3.11000;-7.196475e-002;1.07245
 31.76100; 3.12000;-7.230545e-002;1.07240
 31.83500; 3.13000;-7.253555e-002;1.07231
 31.89300; 3.14000;-7.276448e-002;1.07225
 31.95000; 3.15000;-7.304952e-002;1.07219
 32.01800; 3.16000;-7.316697e-002;1.07211
 32.08400; 3.17000;-7.334043e-002;1.07204
 32.15300; 3.18000;-7.373879e-002;1.07196
 32.19600; 3.19000;-7.368591e-002;1.07191
 32.26800; 3.20000;-7.369141e-002;1.07183
 32.32400; 3.21000;-7.386419e-002;1.07177
 32.39700; 3.22000;-7.403830e-002;1.07169
 32.44600; 3.23000;-7.404206e-002;1.07164
 32.51300; 3.24000;-7.460902e-002;1.07156
 32.57400; 3.25000;-7.489465e-002;1.07149
 32.62900; 3.26000;-7.512367e-002;1.07143
 32.71200; 3.27000;-7.546729e-002;1.07134
 32.77500; 3.28000;-7.597799e-002;1.07127
 32.83900; 3.29000;-7.603924e-002;1.07120
 32.90400; 3.30000;-7.598815e-002;1.07113
 32.96400; 3.31000;-7.610529e-002;1.07106
 33.03000; 3.32000;-7.633535e-002;1.07099
 33.11100; 3.33000;-7.651041e-002;1.07090
 33.16300; 3.34000;-7.673941e-002;1.07084
 33.22900; 3.35000;-7.758801e-002;1.07077
 33.29900; 3.36000;-7.764988e-002;1.07069
 33.38200; 3.37000;-7.765656e-002;1.07060
 33.42800; 3.38000;-7.777275e-002;1.07055
 33.49000; 3.39000;-7.794646e-002;1.07048
 33.58100; 3.40000;-7.817880e-002;1.07038
 33.65900; 3.41000;-7.812889e-002;1.07029
 33.72000; 3.42000;-7.847135e-002;1.07022
 33.77800; 3.43000;-7.892612e-002;1.07016
 33.86100; 3.44000;-7.927048e-002;1.07007
 33.93300; 3.45000;-7.955773e-002;1.06999
 34.00100; 3.46000;-7.984470e-002;1.06991
 34.05700; 3.47000;-7.990562e-002;1.06985
 34.13000; 3.48000;-8.058699e-002;1.06977
 34.21600; 3.49000;-8.053791e-002;1.06967
 34.29100; 3.50000;-8.060048e-002;1.06959
 34.35800; 3.51000;-8.094383e-002;1.06951
 34.44700; 3.52000;-8.145797e-002;1.06941
 34.51300; 3.53000;-8.151986e-002;1.06934
 34.58500; 3.54000;-8.158227e-002;1.06926
 34.64900; 3.55000;-8.170031e-002;1.06919
 34.72000; 3.56000;-8.198791e-002;1.06911
 34.81000; 3.57000;-8.222085e-002;1.06901
 34.87500; 3.58000;-8.233905e-002;1.06894
 34.96200; 3.59000;-8.234651e-002;1.06884
 35.03400; 3.60000;-8.246534e-002;1.06876
 35.11000; 3.61000;-8.297887e-002;1.06868
 35.19200; 3.62000;-8.343666e-002;1.06858
 35.26400; 3.63000;-8.338658e-002;1.06850
 35.33700; 3.64000;-8.356196e-002;1.06842
 35.41300; 3.65000;-8.373764e-002;1.06834
 35.49700; 3.66000;-8.419581e-002;1.06825
 35.57400; 3.67000;-8.437166e-002;1.06816
 35.65800; 3.68000;-8.437904e-002;1.06807
 35.73800; 3.69000;-8.455520e-002;1.06798
 35.80500; 3.70000;-8.512485e-002;1.06790
 35.89200; 3.71000;-8.524533e-002;1.06781
 35.97700; 3.72000;-8.598588e-002;1.06771
 36.05300; 3.73000;-8.616187e-002;1.06763
 36.14000; 3.74000;-8.583133e-002;1.06753
 36.20200; 3.75000;-8.606247e-002;1.06746
 36.29200; 3.76000;-8.629618e-002;1.06736
 36.38400; 3.77000;-8.686855e-002;1.06726
 36.45500; 3.78000;-8.693140e-002;1.06718
 36.54300; 3.79000;-8.722148e-002;1.06708
 36.62200; 3.80000;-8.722868e-002;1.06699
 36.70400; 3.81000;-8.751828e-002;1.06690
 36.78500; 3.82000;-8.741283e-002;1.06681
 36.87600; 3.83000;-8.764690e-002;1.06671
 36.96700; 3.84000;-8.788101e-002;1.06661
 37.04200; 3.85000;-8.811369e-002;1.06652
 37.12900; 3.86000;-8.851687e-002;1.06643
 37.20400; 3.87000;-8.880610e-002;1.06634
 37.29500; 3.88000;-8.949210e-002;1.06624
 37.39500; 3.89000;-8.972733e-002;1.06613
 37.45800; 3.90000;-9.024149e-002;1.06606
 37.56000; 3.91000;-9.019465e-002;1.06595
 37.65100; 3.92000;-9.042917e-002;1.06584
 37.73200; 3.93000;-9.060631e-002;1.06575
 37.81900; 3.94000;-9.078404e-002;1.06566
 37.90100; 3.95000;-9.101784e-002;1.06556
 37.98300; 3.96000;-9.142116e-002;1.06547
 38.07500; 3.97000;-9.222110e-002;1.06537
 38.16700; 3.98000;-9.206045e-002;1.06527
 38.25500; 3.99000;-9.235153e-002;1.06517
 38.33300; 4.00000;-9.241561e-002;1.06508
 38.43700; 4.01000;-9.276486e-002;1.06497
 38.50700; 4.02000;-9.328048e-002;1.06489
 38.61200; 4.03000;-9.368654e-002;1.06477
 38.69800; 4.04000;-9.392117e-002;1.06467
 38.80200; 4.05000;-9.410107e-002;1.06456
 38.87600; 4.06000;-9.416494e-002;1.06448
 38.96800; 4.07000;-9.440027e-002;1.06437
 39.06100; 4.08000;-9.491859e-002;1.06427
 39.15700; 4.09000;-9.549388e-002;1.06416
 39.23700; 4.10000;-9.567164e-002;1.06407
 39.34000; 4.11000;-9.607807e-002;1.06396
 39.42500; 4.12000;-9.597347e-002;1.06386
 39.51200; 4.13000;-9.620863e-002;1.06376
 39.61500; 4.14000;-9.644544e-002;1.06365
 39.70500; 4.15000;-9.702061e-002;1.06355
 39.80700; 4.16000;-9.748391e-002;1.06344
 39.90000; 4.17000;-9.811623e-002;1.06333
 39.98700; 4.18000;-9.835169e-002;1.06323
 40.09900; 4.19000;-9.870305e-002;1.06311
 40.18700; 4.20000;-9.893873e-002;1.06301
 40.28900; 4.21000;-9.906263e-002;1.06290
 40.37800; 4.22000;-9.946842e-002;1.06280
 40.47900; 4.23000;-9.970560e-002;1.06268
 40.57500; 4.24000;      -0.10006;1.06258
 40.66900; 4.25000;      -0.10046;1.06247
 40.75300; 4.26000;      -0.10092;1.06238
 40.85300; 4.27000;      -0.10128;1.06226
 40.94700; 4.28000;      -0.10123;1.06216
 41.05400; 4.29000;      -0.10130;1.06204
 41.14800; 4.30000;      -0.10176;1.06193
 41.24300; 4.31000;      -0.10251;1.06183
 41.34200; 4.32000;      -0.10274;1.06172
 41.43400; 4.33000;      -0.10292;1.06161
 41.54700; 4.34000;      -0.10328;1.06149
 41.63400; 4.35000;      -0.10357;1.06139
 41.74600; 4.36000;      -0.10398;1.06126
 41.83600; 4.37000;      -0.10433;1.06116
 41.94800; 4.38000;      -0.10446;1.06104
 42.03900; 4.39000;      -0.10492;1.06094
 42.14000; 4.40000;      -0.10533;1.06082
 42.23400; 4.41000;      -0.10557;1.06072
 42.33600; 4.42000;      -0.10597;1.06060
 42.43900; 4.43000;      -0.10644;1.06049
 42.55000; 4.44000;      -0.10679;1.06036
 42.62300; 4.45000;      -0.10709;1.06028
 42.74300; 4.46000;      -0.10755;1.06015
 42.84600; 4.47000;      -0.10791;1.06003
 42.95400; 4.48000;      -0.10820;1.05991
 43.05000; 4.49000;      -0.10861;1.05980
 43.14400; 4.50000;      -0.10902;1.05970
 43.25800; 4.51000;      -0.10949;1.05957
 43.36700; 4.52000;      -0.10961;1.05945
 43.47500; 4.53000;      -0.11036;1.05933
 43.57100; 4.54000;      -0.11077;1.05922
 43.67700; 4.55000;      -0.11118;1.05910
 43.77800; 4.56000;      -0.11148;1.05899
 43.88200; 4.57000;      -0.11155;1.05887
 43.97700; 4.58000;      -0.11167;1.05876
 44.09500; 4.59000;      -0.11237;1.05863
 44.20900; 4.60000;      -0.11312;1.05850
 44.30500; 4.61000;      -0.11296;1.05839
 44.41100; 4.62000;      -0.11343;1.05828
 44.51000; 4.63000;      -0.11418;1.05816
 44.62400; 4.64000;      -0.11454;1.05804
 44.72300; 4.65000;      -0.11518;1.05792
 44.83900; 4.66000;      -0.11559;1.05779
 44.94600; 4.67000;      -0.11572;1.05767
 45.06100; 4.68000;      -0.11630;1.05755
 45.15900; 4.69000;      -0.11660;1.05744
 45.28200; 4.70000;      -0.11707;1.05730
 45.37500; 4.71000;      -0.11753;1.05719
 45.50400; 4.72000;      -0.11823;1.05705
 45.59600; 4.73000;      -0.11842;1.05694
 45.71000; 4.74000;      -0.11906;1.05682
 45.81600; 4.75000;      -0.11947;1.05670
 45.90700; 4.76000;      -0.11994;1.05659
 46.01400; 4.77000;      -0.12041;1.05647
 46.12200; 4.78000;      -0.12082;1.05635
 46.23200; 4.79000;      -0.12135;1.05623
 46.34900; 4.80000;      -0.12182;1.05610
 46.47600; 4.81000;      -0.12206;1.05595
 46.56500; 4.82000;      -0.12242;1.05585
 46.68200; 4.83000;      -0.12306;1.05572
 46.79700; 4.84000;      -0.12359;1.05559
 46.90600; 4.85000;      -0.12406;1.05547
 47.01600; 4.86000;      -0.12436;1.05535
 47.11800; 4.87000;      -0.12500;1.05523
 47.22600; 4.88000;      -0.12536;1.05511
 47.35000; 4.89000;      -0.12560;1.05497
 47.47300; 4.90000;      -0.12619;1.05483
 47.56800; 4.91000;      -0.12689;1.05473
 47.68600; 4.92000;      -0.12770;1.05459
 47.79900; 4.93000;      -0.12772;1.05447
 47.91100; 4.94000;      -0.12785;1.05434
 48.03300; 4.95000;      -0.12826;1.05420
 48.14100; 4.96000;      -0.12925;1.05408
 48.25100; 4.97000;      -0.12972;1.05396
 48.38200; 4.98000;      -0.13082;1.05381
 48.51000; 4.99000;      -0.13118;1.05366
 48.62700; 5.00000;      -0.13166;1.05353
 48.74000; 5.01000;      -0.13202;1.05341
 48.84700; 5.02000;      -0.13209;1.05328
 48.95200; 5.03000;      -0.13325;1.05317
 49.09100; 5.04000;      -0.13401;1.05301
 49.19300; 5.05000;      -0.13431;1.05289
 49.31600; 5.06000;      -0.13473;1.05276
 49.44100; 5.07000;      -0.13520;1.05261
 49.55100; 5.08000;      -0.13591;1.05249
 49.65000; 5.09000;      -0.13666;1.05238
 49.78300; 5.10000;      -0.13708;1.05223
 49.88500; 5.11000;      -0.13779;1.05211
 50.00300; 5.12000;      -0.13838;1.05198
 50.13400; 5.13000;      -0.13885;1.05183
 50.25200; 5.14000;      -0.13887;1.05170
 50.36700; 5.15000;      -0.13975;1.05157
 50.48600; 5.16000;      -0.14005;1.05144
 50.59800; 5.17000;      -0.14058;1.05131
 50.71900; 5.18000;      -0.14129;1.05117
 50.83600; 5.19000;      -0.14199;1.05104
 50.95900; 5.20000;      -0.14247;1.05090
 51.07900; 5.21000;      -0.14323;1.05077
